变压器资产ID,产生时间（yyyy-MM-dd HH:mm:ss）,油位
500KV-BYQ-003,2025-08-15 18:00:00,383.3
500KV-BYQ-001,2025-08-16 00:00:00,399.9
500KV-BYQ-002,2025-08-16 00:00:00,396.6
500KV-BYQ-003,2025-08-16 00:00:00,387.0
500KV-BYQ-001,2025-08-16 06:00:00,404.4
500KV-BYQ-002,2025-08-16 06:00:00,394.9
500KV-BYQ-003,2025-08-16 06:00:00,382.1
500KV-BYQ-001,2025-08-16 12:00:00,408.9
500KV-BYQ-002,2025-08-16 12:00:00,392.0
500KV-BYQ-003,2025-08-16 12:00:00,386.8
500KV-BYQ-001,2025-08-16 18:00:00,404.9
500KV-BYQ-002,2025-08-16 18:00:00,387.7
500KV-BYQ-003,2025-08-16 18:00:00,382.0
500KV-BYQ-001,2025-08-17 00:00:00,407.1
500KV-BYQ-002,2025-08-17 00:00:00,384.7
500KV-BYQ-003,2025-08-17 00:00:00,387.0
500KV-BYQ-001,2025-08-17 06:00:00,409.6
500KV-BYQ-002,2025-08-17 06:00:00,381.9
500KV-BYQ-003,2025-08-17 06:00:00,391.0
500KV-BYQ-001,2025-08-17 12:00:00,409.6
500KV-BYQ-002,2025-08-17 12:00:00,380.5
500KV-BYQ-003,2025-08-17 12:00:00,392.2
500KV-BYQ-001,2025-08-17 18:00:00,414.0
500KV-BYQ-002,2025-08-17 18:00:00,382.3
500KV-BYQ-003,2025-08-17 18:00:00,395.8
500KV-BYQ-001,2025-08-18 00:00:00,410.3
500KV-BYQ-002,2025-08-18 00:00:00,385.2
500KV-BYQ-003,2025-08-18 00:00:00,399.3
500KV-BYQ-001,2025-08-18 06:00:00,413.0
500KV-BYQ-002,2025-08-18 06:00:00,381.8
500KV-BYQ-003,2025-08-18 06:00:00,395.0
500KV-BYQ-001,2025-08-18 12:00:00,416.6
500KV-BYQ-002,2025-08-18 12:00:00,381.3
500KV-BYQ-003,2025-08-18 12:00:00,390.7
500KV-BYQ-001,2025-08-18 18:00:00,413.0
500KV-BYQ-002,2025-08-18 18:00:00,380.8
500KV-BYQ-003,2025-08-18 18:00:00,388.1
500KV-BYQ-001,2025-08-19 00:00:00,411.6
500KV-BYQ-002,2025-08-19 00:00:00,384.2
500KV-BYQ-003,2025-08-19 00:00:00,390.4
500KV-BYQ-001,2025-08-19 06:00:00,414.2
500KV-BYQ-002,2025-08-19 06:00:00,380.2
500KV-BYQ-003,2025-08-19 06:00:00,392.2
500KV-BYQ-001,2025-08-19 12:00:00,418.2
500KV-BYQ-002,2025-08-19 12:00:00,381.0
500KV-BYQ-003,2025-08-19 12:00:00,394.8
500KV-BYQ-001,2025-08-19 18:00:00,416.7
500KV-BYQ-002,2025-08-19 18:00:00,382.8
500KV-BYQ-003,2025-08-19 18:00:00,395.8
500KV-BYQ-001,2025-08-20 00:00:00,415.2
500KV-BYQ-002,2025-08-20 00:00:00,377.9
500KV-BYQ-003,2025-08-20 00:00:00,395.5
500KV-BYQ-001,2025-08-20 06:00:00,420.0
500KV-BYQ-002,2025-08-20 06:00:00,376.0
500KV-BYQ-003,2025-08-20 06:00:00,390.7
500KV-BYQ-001,2025-08-20 12:00:00,421.8
500KV-BYQ-002,2025-08-20 12:00:00,371.5
500KV-BYQ-003,2025-08-20 12:00:00,393.0
500KV-BYQ-001,2025-08-20 18:00:00,426.3
500KV-BYQ-002,2025-08-20 18:00:00,375.5
500KV-BYQ-003,2025-08-20 18:00:00,391.1
500KV-BYQ-001,2025-08-21 00:00:00,424.0
500KV-BYQ-002,2025-08-21 00:00:00,378.9
500KV-BYQ-003,2025-08-21 00:00:00,391.9
500KV-BYQ-001,2025-08-21 06:00:00,421.7
500KV-BYQ-002,2025-08-21 06:00:00,375.3
500KV-BYQ-003,2025-08-21 06:00:00,394.4
500KV-BYQ-001,2025-08-21 12:00:00,425.6
500KV-BYQ-002,2025-08-21 12:00:00,374.4
500KV-BYQ-003,2025-08-21 12:00:00,396.2
500KV-BYQ-001,2025-08-21 18:00:00,420.9
500KV-BYQ-002,2025-08-21 18:00:00,370.1
500KV-BYQ-003,2025-08-21 18:00:00,401.0
500KV-BYQ-001,2025-08-22 00:00:00,424.4
500KV-BYQ-002,2025-08-22 00:00:00,368.4
500KV-BYQ-003,2025-08-22 00:00:00,399.6
500KV-BYQ-001,2025-08-22 06:00:00,426.4
500KV-BYQ-002,2025-08-22 06:00:00,370.7
500KV-BYQ-003,2025-08-22 06:00:00,397.5
500KV-BYQ-001,2025-08-22 12:00:00,422.6
500KV-BYQ-002,2025-08-22 12:00:00,373.0
500KV-BYQ-003,2025-08-22 12:00:00,399.0
500KV-BYQ-001,2025-08-22 18:00:00,423.3
500KV-BYQ-002,2025-08-22 18:00:00,370.5
500KV-BYQ-003,2025-08-22 18:00:00,401.1
500KV-BYQ-001,2025-08-23 00:00:00,422.7
500KV-BYQ-002,2025-08-23 00:00:00,373.8
500KV-BYQ-003,2025-08-23 00:00:00,396.4
500KV-BYQ-001,2025-08-23 06:00:00,426.1
500KV-BYQ-002,2025-08-23 06:00:00,376.0
500KV-BYQ-003,2025-08-23 06:00:00,399.0
500KV-BYQ-001,2025-08-23 12:00:00,423.8
500KV-BYQ-002,2025-08-23 12:00:00,378.6
500KV-BYQ-003,2025-08-23 12:00:00,398.9
500KV-BYQ-001,2025-08-23 18:00:00,418.9
500KV-BYQ-002,2025-08-23 18:00:00,383.2
500KV-BYQ-003,2025-08-23 18:00:00,399.0
500KV-BYQ-001,2025-08-24 00:00:00,421.6
500KV-BYQ-002,2025-08-24 00:00:00,387.3
500KV-BYQ-003,2025-08-24 00:00:00,395.6
500KV-BYQ-001,2025-08-24 06:00:00,421.4
500KV-BYQ-002,2025-08-24 06:00:00,391.8
500KV-BYQ-003,2025-08-24 06:00:00,398.0
500KV-BYQ-001,2025-08-24 12:00:00,423.6
500KV-BYQ-002,2025-08-24 12:00:00,390.2
500KV-BYQ-003,2025-08-24 12:00:00,395.9
500KV-BYQ-001,2025-08-24 18:00:00,423.2
500KV-BYQ-002,2025-08-24 18:00:00,392.1
500KV-BYQ-003,2025-08-24 18:00:00,392.2
500KV-BYQ-001,2025-08-25 00:00:00,426.4
500KV-BYQ-002,2025-08-25 00:00:00,394.9
500KV-BYQ-003,2025-08-25 00:00:00,387.7
500KV-BYQ-001,2025-08-25 06:00:00,427.1
500KV-BYQ-002,2025-08-25 06:00:00,396.3
500KV-BYQ-003,2025-08-25 06:00:00,384.1
500KV-BYQ-001,2025-08-25 12:00:00,426.1
500KV-BYQ-002,2025-08-25 12:00:00,399.9
500KV-BYQ-003,2025-08-25 12:00:00,381.7
500KV-BYQ-001,2025-08-25 18:00:00,429.7
500KV-BYQ-002,2025-08-25 18:00:00,398.8
500KV-BYQ-003,2025-08-25 18:00:00,377.8
500KV-BYQ-001,2025-08-26 00:00:00,431.6
500KV-BYQ-002,2025-08-26 00:00:00,397.8
500KV-BYQ-003,2025-08-26 00:00:00,380.0
500KV-BYQ-001,2025-08-26 06:00:00,436.4
500KV-BYQ-002,2025-08-26 06:00:00,400.1
500KV-BYQ-003,2025-08-26 06:00:00,384.7
500KV-BYQ-001,2025-08-26 12:00:00,440.3
500KV-BYQ-002,2025-08-26 12:00:00,401.0
500KV-BYQ-003,2025-08-26 12:00:00,380.9
500KV-BYQ-001,2025-08-26 18:00:00,441.3
500KV-BYQ-002,2025-08-26 18:00:00,400.1
500KV-BYQ-003,2025-08-26 18:00:00,382.3
500KV-BYQ-001,2025-08-27 00:00:00,446.0
500KV-BYQ-002,2025-08-27 00:00:00,402.3
500KV-BYQ-003,2025-08-27 00:00:00,382.8
500KV-BYQ-001,2025-08-27 06:00:00,441.1
500KV-BYQ-002,2025-08-27 06:00:00,401.0
500KV-BYQ-003,2025-08-27 06:00:00,379.7
500KV-BYQ-001,2025-08-27 12:00:00,441.7
500KV-BYQ-002,2025-08-27 12:00:00,405.4
500KV-BYQ-003,2025-08-27 12:00:00,375.3
500KV-BYQ-001,2025-08-27 18:00:00,439.1
500KV-BYQ-002,2025-08-27 18:00:00,409.2
500KV-BYQ-003,2025-08-27 18:00:00,375.1
500KV-BYQ-001,2025-08-28 00:00:00,440.5
500KV-BYQ-002,2025-08-28 00:00:00,414.0
500KV-BYQ-003,2025-08-28 00:00:00,375.0
500KV-BYQ-001,2025-08-28 06:00:00,445.0
500KV-BYQ-002,2025-08-28 06:00:00,409.5
500KV-BYQ-003,2025-08-28 06:00:00,379.0
500KV-BYQ-001,2025-08-28 12:00:00,446.0
500KV-BYQ-002,2025-08-28 12:00:00,411.0
500KV-BYQ-003,2025-08-28 12:00:00,382.8
500KV-BYQ-001,2025-08-28 18:00:00,448.9
500KV-BYQ-002,2025-08-28 18:00:00,406.2
500KV-BYQ-003,2025-08-28 18:00:00,387.5
500KV-BYQ-001,2025-08-29 00:00:00,450.7
500KV-BYQ-002,2025-08-29 00:00:00,401.9
500KV-BYQ-003,2025-08-29 00:00:00,391.2
500KV-BYQ-001,2025-08-29 06:00:00,450.9
500KV-BYQ-002,2025-08-29 06:00:00,401.5
500KV-BYQ-003,2025-08-29 06:00:00,390.0
500KV-BYQ-001,2025-08-29 12:00:00,450.9
500KV-BYQ-002,2025-08-29 12:00:00,399.2
500KV-BYQ-003,2025-08-29 12:00:00,391.7
500KV-BYQ-001,2025-08-29 18:00:00,451.4
500KV-BYQ-002,2025-08-29 18:00:00,398.4
500KV-BYQ-003,2025-08-29 18:00:00,389.4
