变压器资产ID,产生时间（15秒）,相别,有功电流（A）,有功功率（MW）,无功功率（MW）,负载率（%）,功率因数,开关档位
500KV-BYQ-002,2024-06-01 00:31:00,B,1270.7,433.5,90.4,69.8,0.92,4
500KV-BYQ-002,2024-06-01 00:31:00,C,1247.2,425.5,90.0,72.7,0.93,4
500KV-BYQ-003,2024-06-01 00:31:00,A,1241.4,406.2,86.1,68.6,0.93,2
500KV-BYQ-003,2024-06-01 00:31:00,B,1285.3,428.2,88.5,66.8,0.95,2
500KV-BYQ-003,2024-06-01 00:31:00,C,1273.1,424.7,86.4,64.7,0.91,2
500KV-BYQ-001,2024-06-01 00:32:00,A,1284.4,427.7,84.8,71.4,0.92,5
500KV-BYQ-001,2024-06-01 00:32:00,B,1198.6,443.8,89.1,73.2,0.93,5
500KV-BYQ-001,2024-06-01 00:32:00,C,1233.5,448.8,92.7,68.5,0.95,5
500KV-BYQ-002,2024-06-01 00:32:00,A,1199.4,411.5,94.5,70.6,0.91,2
500KV-BYQ-002,2024-06-01 00:32:00,B,1238.3,416.1,89.3,69.5,0.93,2
500KV-BYQ-002,2024-06-01 00:32:00,C,1316.6,413.7,82.1,66.2,0.9,2
500KV-BYQ-003,2024-06-01 00:32:00,A,1260.6,441.6,89.0,65.7,0.91,2
500KV-BYQ-003,2024-06-01 00:32:00,B,1270.8,417.1,82.4,67.1,0.91,2
500KV-BYQ-003,2024-06-01 00:32:00,C,1276.5,418.7,88.1,67.0,0.94,2
500KV-BYQ-001,2024-06-01 00:33:00,A,1235.0,450.9,94.0,70.0,0.93,4
500KV-BYQ-001,2024-06-01 00:33:00,B,1241.3,449.4,90.5,72.4,0.92,4
500KV-BYQ-001,2024-06-01 00:33:00,C,1236.1,434.1,81.5,71.7,0.95,4
500KV-BYQ-002,2024-06-01 00:33:00,A,1242.3,448.5,93.3,64.0,0.94,2
500KV-BYQ-002,2024-06-01 00:33:00,B,1202.1,413.1,88.8,67.8,0.91,2
500KV-BYQ-002,2024-06-01 00:33:00,C,1237.6,410.5,87.5,70.3,0.94,2
500KV-BYQ-003,2024-06-01 00:33:00,A,1233.0,413.1,86.6,69.6,0.9,3
500KV-BYQ-003,2024-06-01 00:33:00,B,1226.8,419.6,85.4,68.5,0.91,3
500KV-BYQ-003,2024-06-01 00:33:00,C,1193.5,422.2,80.9,69.9,0.94,3
500KV-BYQ-001,2024-06-01 00:34:00,A,1233.5,410.2,80.7,69.3,0.91,5
500KV-BYQ-001,2024-06-01 00:34:00,B,1228.2,427.5,94.7,71.4,0.93,5
500KV-BYQ-001,2024-06-01 00:34:00,C,1269.3,453.2,94.6,71.1,0.9,5
500KV-BYQ-002,2024-06-01 00:34:00,A,1302.3,418.1,94.9,74.6,0.94,1
500KV-BYQ-002,2024-06-01 00:34:00,B,1237.7,443.4,91.0,71.8,0.9,1
500KV-BYQ-002,2024-06-01 00:34:00,C,1219.0,398.2,80.1,67.3,0.93,1
500KV-BYQ-003,2024-06-01 00:34:00,A,1240.0,406.9,80.6,73.5,0.94,3
500KV-BYQ-003,2024-06-01 00:34:00,B,1216.9,445.7,86.9,75.1,0.92,3
500KV-BYQ-003,2024-06-01 00:34:00,C,1223.8,405.5,89.6,71.3,0.91,3
500KV-BYQ-001,2024-06-01 00:35:00,A,1303.8,412.0,81.8,69.5,0.92,3
500KV-BYQ-001,2024-06-01 00:35:00,B,1288.8,446.0,84.6,71.2,0.9,3
500KV-BYQ-001,2024-06-01 00:35:00,C,1247.7,402.8,92.4,65.9,0.94,3
500KV-BYQ-002,2024-06-01 00:35:00,A,1267.2,408.1,85.5,71.8,0.94,4
500KV-BYQ-002,2024-06-01 00:35:00,B,1236.3,406.5,87.6,72.3,0.95,4
500KV-BYQ-002,2024-06-01 00:35:00,C,1191.0,426.0,81.0,68.9,0.95,4
500KV-BYQ-003,2024-06-01 00:35:00,A,1290.7,438.3,88.6,71.9,0.92,2
500KV-BYQ-003,2024-06-01 00:35:00,B,1262.1,427.5,88.0,65.5,0.93,2
500KV-BYQ-003,2024-06-01 00:35:00,C,1265.8,449.1,81.9,68.8,0.93,2
500KV-BYQ-001,2024-06-01 00:36:00,A,1274.2,439.2,82.5,71.5,0.94,3
500KV-BYQ-001,2024-06-01 00:36:00,B,1285.4,422.0,86.1,67.2,0.92,3
500KV-BYQ-001,2024-06-01 00:36:00,C,1223.2,436.3,82.7,68.6,0.95,3
500KV-BYQ-002,2024-06-01 00:36:00,A,1279.7,400.9,90.2,65.9,0.94,5
500KV-BYQ-002,2024-06-01 00:36:00,B,1271.5,425.3,84.2,70.0,0.9,5
500KV-BYQ-002,2024-06-01 00:36:00,C,1296.0,404.0,83.7,67.2,0.93,5
500KV-BYQ-003,2024-06-01 00:36:00,A,1261.4,438.6,85.1,68.6,0.94,1
500KV-BYQ-003,2024-06-01 00:36:00,B,1223.4,448.0,93.7,69.2,0.91,1
500KV-BYQ-003,2024-06-01 00:36:00,C,1268.9,422.1,93.2,74.0,0.91,1
500KV-BYQ-001,2024-06-01 00:37:00,A,1234.1,408.8,85.4,66.7,0.94,2
500KV-BYQ-001,2024-06-01 00:37:00,B,1250.1,406.1,86.8,70.1,0.94,2
500KV-BYQ-001,2024-06-01 00:37:00,C,1179.1,420.6,92.2,75.3,0.92,2
500KV-BYQ-002,2024-06-01 00:37:00,A,1267.7,422.2,84.1,66.5,0.91,1
500KV-BYQ-002,2024-06-01 00:37:00,B,1276.5,442.0,83.4,74.2,0.91,1
500KV-BYQ-002,2024-06-01 00:37:00,C,1301.7,440.1,94.7,71.6,0.95,1
500KV-BYQ-003,2024-06-01 00:37:00,A,1241.6,442.0,89.0,73.8,0.93,3
500KV-BYQ-003,2024-06-01 00:37:00,B,1203.7,444.5,86.7,67.3,0.94,3
500KV-BYQ-003,2024-06-01 00:37:00,C,1238.1,425.9,93.8,70.8,0.93,3
500KV-BYQ-001,2024-06-01 00:38:00,A,1233.7,448.0,81.0,71.2,0.9,4
500KV-BYQ-001,2024-06-01 00:38:00,B,1250.2,442.2,94.2,71.4,0.91,4
500KV-BYQ-001,2024-06-01 00:38:00,C,1206.1,428.9,86.8,70.8,0.95,4
500KV-BYQ-002,2024-06-01 00:38:00,A,1220.4,406.3,92.2,70.8,0.94,4
500KV-BYQ-002,2024-06-01 00:38:00,B,1258.4,450.0,91.5,70.7,0.93,4
500KV-BYQ-002,2024-06-01 00:38:00,C,1220.1,416.0,87.2,74.2,0.95,4
500KV-BYQ-003,2024-06-01 00:38:00,A,1213.3,411.7,88.6,70.4,0.94,1
500KV-BYQ-003,2024-06-01 00:38:00,B,1212.1,417.5,81.8,72.1,0.94,1
500KV-BYQ-003,2024-06-01 00:38:00,C,1216.4,420.1,80.1,68.4,0.92,1
500KV-BYQ-001,2024-06-01 00:39:00,A,1203.1,408.5,89.2,71.9,0.95,2
500KV-BYQ-001,2024-06-01 00:39:00,B,1242.4,403.1,90.1,66.9,0.91,2
500KV-BYQ-001,2024-06-01 00:39:00,C,1228.7,410.2,81.3,74.4,0.93,2
500KV-BYQ-002,2024-06-01 00:39:00,A,1269.5,417.8,89.7,73.3,0.94,5
500KV-BYQ-002,2024-06-01 00:39:00,B,1224.8,394.1,82.0,70.5,0.95,5
500KV-BYQ-002,2024-06-01 00:39:00,C,1290.9,453.3,94.0,69.1,0.95,5
500KV-BYQ-003,2024-06-01 00:39:00,A,1273.2,425.9,83.2,71.3,0.91,5
500KV-BYQ-003,2024-06-01 00:39:00,B,1267.5,407.3,81.5,66.0,0.95,5
500KV-BYQ-003,2024-06-01 00:39:00,C,1220.6,395.7,94.2,69.5,0.9,5
500KV-BYQ-001,2024-06-01 00:40:00,A,1234.7,422.4,94.4,71.1,0.93,3
500KV-BYQ-001,2024-06-01 00:40:00,B,1225.9,423.0,86.6,66.1,0.95,3
500KV-BYQ-001,2024-06-01 00:40:00,C,1247.8,399.5,84.6,68.0,0.94,3
500KV-BYQ-002,2024-06-01 00:40:00,A,1301.1,420.7,85.8,66.3,0.91,5
500KV-BYQ-002,2024-06-01 00:40:00,B,1206.3,423.5,82.8,73.9,0.9,5
500KV-BYQ-002,2024-06-01 00:40:00,C,1191.0,428.8,83.8,69.8,0.91,5
500KV-BYQ-003,2024-06-01 00:40:00,A,1185.1,452.7,93.7,67.5,0.92,2
500KV-BYQ-003,2024-06-01 00:40:00,B,1239.4,417.9,80.1,75.1,0.92,2
500KV-BYQ-003,2024-06-01 00:40:00,C,1231.1,425.8,82.7,66.3,0.9,2
500KV-BYQ-001,2024-06-01 00:41:00,A,1242.0,431.9,93.5,73.7,0.9,3
500KV-BYQ-001,2024-06-01 00:41:00,B,1276.2,428.8,86.4,69.6,0.93,3
500KV-BYQ-001,2024-06-01 00:41:00,C,1280.2,418.7,81.2,66.5,0.92,3
500KV-BYQ-002,2024-06-01 00:41:00,A,1284.8,446.3,92.1,71.0,0.95,3
500KV-BYQ-002,2024-06-01 00:41:00,B,1253.7,400.8,90.3,67.7,0.93,3
500KV-BYQ-002,2024-06-01 00:41:00,C,1200.4,413.1,88.2,66.5,0.92,3
500KV-BYQ-003,2024-06-01 00:41:00,A,1261.2,413.9,90.8,67.8,0.94,3
500KV-BYQ-003,2024-06-01 00:41:00,B,1212.8,451.4,88.5,69.1,0.91,3
500KV-BYQ-003,2024-06-01 00:41:00,C,1241.5,429.2,94.3,69.8,0.94,3
500KV-BYQ-001,2024-06-01 00:42:00,A,1248.3,437.4,89.4,70.5,0.94,5
500KV-BYQ-001,2024-06-01 00:42:00,B,1221.0,447.4,95.1,72.9,0.93,5
500KV-BYQ-001,2024-06-01 00:42:00,C,1310.3,405.0,83.2,72.7,0.9,5
500KV-BYQ-002,2024-06-01 00:42:00,A,1233.6,430.4,90.7,68.4,0.93,5
500KV-BYQ-002,2024-06-01 00:42:00,B,1278.0,450.5,85.6,68.8,0.9,5
500KV-BYQ-002,2024-06-01 00:42:00,C,1263.3,439.2,94.9,68.8,0.91,5
500KV-BYQ-003,2024-06-01 00:42:00,A,1255.8,439.7,84.7,68.1,0.94,4
500KV-BYQ-003,2024-06-01 00:42:00,B,1298.6,441.6,80.1,74.1,0.92,4
500KV-BYQ-003,2024-06-01 00:42:00,C,1196.7,418.3,94.5,68.2,0.91,4
500KV-BYQ-001,2024-06-01 00:43:00,A,1259.2,431.9,88.4,71.3,0.94,4
500KV-BYQ-001,2024-06-01 00:43:00,B,1244.3,455.9,90.5,73.1,0.95,4
500KV-BYQ-001,2024-06-01 00:43:00,C,1263.6,432.2,80.8,66.6,0.93,4
500KV-BYQ-002,2024-06-01 00:43:00,A,1249.3,452.6,93.7,73.2,0.92,1
500KV-BYQ-002,2024-06-01 00:43:00,B,1245.8,431.1,90.4,71.7,0.91,1
500KV-BYQ-002,2024-06-01 00:43:00,C,1213.1,447.1,79.8,70.3,0.95,1
500KV-BYQ-003,2024-06-01 00:43:00,A,1240.3,419.3,88.9,69.9,0.94,4
500KV-BYQ-003,2024-06-01 00:43:00,B,1262.4,452.7,92.7,69.5,0.95,4
500KV-BYQ-003,2024-06-01 00:43:00,C,1247.7,412.9,88.3,72.5,0.92,4
500KV-BYQ-001,2024-06-01 00:44:00,A,1200.4,439.9,82.4,69.0,0.91,3
500KV-BYQ-001,2024-06-01 00:44:00,B,1299.8,423.6,82.0,74.0,0.95,3
500KV-BYQ-001,2024-06-01 00:44:00,C,1265.5,396.3,93.1,68.7,0.91,3
500KV-BYQ-002,2024-06-01 00:44:00,A,1260.1,455.0,94.3,74.7,0.92,1
500KV-BYQ-002,2024-06-01 00:44:00,B,1217.4,428.0,89.2,70.0,0.92,1
500KV-BYQ-002,2024-06-01 00:44:00,C,1291.3,431.5,94.4,75.2,0.92,1
500KV-BYQ-003,2024-06-01 00:44:00,A,1237.5,428.9,87.5,71.3,0.93,5
500KV-BYQ-003,2024-06-01 00:44:00,B,1250.3,435.7,86.8,68.1,0.93,5
500KV-BYQ-003,2024-06-01 00:44:00,C,1232.2,426.8,94.1,66.9,0.93,5
500KV-BYQ-001,2024-06-01 00:45:00,A,1256.1,412.8,91.9,73.6,0.91,1
500KV-BYQ-001,2024-06-01 00:45:00,B,1194.9,435.1,81.6,71.8,0.92,1
500KV-BYQ-001,2024-06-01 00:45:00,C,1190.2,416.8,82.2,66.2,0.95,1
500KV-BYQ-002,2024-06-01 00:45:00,A,1216.8,403.0,83.8,72.3,0.9,3
500KV-BYQ-002,2024-06-01 00:45:00,B,1193.7,449.4,86.9,68.6,0.93,3
500KV-BYQ-002,2024-06-01 00:45:00,C,1265.3,412.0,87.6,69.9,0.91,3
500KV-BYQ-003,2024-06-01 00:45:00,A,1250.5,409.2,90.8,69.3,0.92,2
500KV-BYQ-003,2024-06-01 00:45:00,B,1320.4,432.6,89.7,67.7,0.91,2
500KV-BYQ-003,2024-06-01 00:45:00,C,1212.6,444.6,93.0,65.7,0.94,2
500KV-BYQ-001,2024-06-01 00:46:00,A,1307.3,437.4,80.6,69.6,0.91,3
500KV-BYQ-001,2024-06-01 00:46:00,B,1295.0,415.0,89.7,75.6,0.94,3
500KV-BYQ-001,2024-06-01 00:46:00,C,1229.5,419.2,91.3,68.3,0.93,3
500KV-BYQ-002,2024-06-01 00:46:00,A,1265.7,410.9,95.0,71.7,0.92,1
500KV-BYQ-002,2024-06-01 00:46:00,B,1223.1,416.4,92.6,66.1,0.94,1
500KV-BYQ-002,2024-06-01 00:46:00,C,1264.7,427.2,85.5,73.8,0.94,1
500KV-BYQ-003,2024-06-01 00:46:00,A,1250.9,399.3,89.6,73.5,0.91,5
500KV-BYQ-003,2024-06-01 00:46:00,B,1245.2,427.3,85.6,66.2,0.92,5
500KV-BYQ-003,2024-06-01 00:46:00,C,1224.3,417.8,92.9,72.9,0.94,5
500KV-BYQ-001,2024-06-01 00:47:00,A,1211.7,436.9,81.2,67.4,0.93,4
500KV-BYQ-001,2024-06-01 00:47:00,B,1294.0,401.4,87.6,72.7,0.92,4
500KV-BYQ-001,2024-06-01 00:47:00,C,1265.1,446.6,89.8,66.4,0.91,4
500KV-BYQ-002,2024-06-01 00:47:00,A,1249.8,434.1,85.1,71.8,0.9,3
500KV-BYQ-002,2024-06-01 00:47:00,B,1284.9,430.9,94.8,71.6,0.95,3
500KV-BYQ-002,2024-06-01 00:47:00,C,1224.5,407.6,94.1,67.4,0.93,3
500KV-BYQ-003,2024-06-01 00:47:00,A,1308.7,402.8,83.9,69.9,0.9,5
500KV-BYQ-003,2024-06-01 00:47:00,B,1240.0,444.2,83.9,75.1,0.92,5
500KV-BYQ-003,2024-06-01 00:47:00,C,1199.4,445.7,85.1,73.2,0.95,5
500KV-BYQ-001,2024-06-01 00:48:00,A,1233.5,433.3,91.6,71.7,0.91,3
500KV-BYQ-001,2024-06-01 00:48:00,B,1319.4,430.2,88.5,72.9,0.93,3
500KV-BYQ-001,2024-06-01 00:48:00,C,1260.9,400.2,87.0,74.9,0.94,3
500KV-BYQ-002,2024-06-01 00:48:00,A,1297.7,422.1,93.8,67.1,0.95,5
500KV-BYQ-002,2024-06-01 00:48:00,B,1294.9,433.9,80.5,74.5,0.95,5
500KV-BYQ-002,2024-06-01 00:48:00,C,1276.1,397.5,88.2,65.7,0.94,5
500KV-BYQ-003,2024-06-01 00:48:00,A,1274.7,410.7,81.3,74.7,0.95,1
500KV-BYQ-003,2024-06-01 00:48:00,B,1302.8,449.2,86.2,70.4,0.94,1
500KV-BYQ-003,2024-06-01 00:48:00,C,1203.5,404.9,85.4,72.8,0.94,1
500KV-BYQ-001,2024-06-01 00:49:00,A,1275.2,403.7,83.4,65.6,0.92,1
500KV-BYQ-001,2024-06-01 00:49:00,B,1226.8,437.1,83.6,71.9,0.94,1
500KV-BYQ-001,2024-06-01 00:49:00,C,1300.5,405.9,83.4,65.9,0.93,1
500KV-BYQ-002,2024-06-01 00:49:00,A,1311.6,424.2,80.6,73.1,0.95,5
500KV-BYQ-002,2024-06-01 00:49:00,B,1259.4,430.4,80.5,68.2,0.92,5
500KV-BYQ-002,2024-06-01 00:49:00,C,1274.4,414.9,82.7,69.4,0.93,5
500KV-BYQ-003,2024-06-01 00:49:00,A,1235.5,398.8,81.5,70.1,0.94,2
500KV-BYQ-003,2024-06-01 00:49:00,B,1302.5,450.4,85.4,75.3,0.93,2
500KV-BYQ-003,2024-06-01 00:49:00,C,1251.5,419.8,89.2,75.4,0.92,2
500KV-BYQ-001,2024-06-01 00:50:00,A,1199.9,441.4,94.9,64.7,0.91,5
500KV-BYQ-001,2024-06-01 00:50:00,B,1227.3,419.1,90.4,71.2,0.94,5
500KV-BYQ-001,2024-06-01 00:50:00,C,1233.3,442.5,81.7,74.4,0.94,5
500KV-BYQ-002,2024-06-01 00:50:00,A,1264.6,422.9,91.6,65.8,0.93,4
500KV-BYQ-002,2024-06-01 00:50:00,B,1231.0,440.1,84.9,64.6,0.92,4
500KV-BYQ-002,2024-06-01 00:50:00,C,1287.9,413.1,94.4,66.7,0.92,4
500KV-BYQ-003,2024-06-01 00:50:00,A,1193.3,415.1,85.7,67.0,0.93,5
500KV-BYQ-003,2024-06-01 00:50:00,B,1252.0,429.2,84.7,67.0,0.92,5
500KV-BYQ-003,2024-06-01 00:50:00,C,1226.6,403.2,82.2,70.9,0.92,5
500KV-BYQ-001,2024-06-01 00:51:00,A,1274.0,406.6,89.5,73.8,0.9,4
500KV-BYQ-001,2024-06-01 00:51:00,B,1260.0,431.4,92.8,70.9,0.93,4
500KV-BYQ-001,2024-06-01 00:51:00,C,1268.5,413.8,88.9,68.8,0.91,4
500KV-BYQ-002,2024-06-01 00:51:00,A,1299.9,421.6,85.9,66.4,0.94,2
500KV-BYQ-002,2024-06-01 00:51:00,B,1314.3,427.9,92.6,70.7,0.92,2
500KV-BYQ-002,2024-06-01 00:51:00,C,1306.1,407.9,92.1,64.9,0.95,2
500KV-BYQ-003,2024-06-01 00:51:00,A,1243.0,449.6,86.9,73.4,0.91,5
500KV-BYQ-003,2024-06-01 00:51:00,B,1292.8,418.0,80.3,67.2,0.94,5
500KV-BYQ-003,2024-06-01 00:51:00,C,1240.7,421.2,83.4,73.3,0.91,5
500KV-BYQ-001,2024-06-01 00:52:00,A,1251.4,419.8,81.8,74.3,0.95,1
500KV-BYQ-001,2024-06-01 00:52:00,B,1245.0,443.9,83.8,71.1,0.91,1
500KV-BYQ-001,2024-06-01 00:52:00,C,1231.2,429.7,90.7,74.8,0.91,1
500KV-BYQ-002,2024-06-01 00:52:00,A,1254.3,427.9,84.1,74.0,0.93,3
500KV-BYQ-002,2024-06-01 00:52:00,B,1204.8,405.7,84.1,64.8,0.9,3
500KV-BYQ-002,2024-06-01 00:52:00,C,1230.0,419.7,89.6,68.2,0.93,3
500KV-BYQ-003,2024-06-01 00:52:00,A,1277.0,455.7,93.1,71.8,0.95,3
500KV-BYQ-003,2024-06-01 00:52:00,B,1249.1,442.8,89.2,69.8,0.93,3
500KV-BYQ-003,2024-06-01 00:52:00,C,1301.4,395.1,81.7,69.4,0.93,3
500KV-BYQ-001,2024-06-01 00:53:00,A,1257.2,457.4,96.0,68.8,0.93,4
500KV-BYQ-001,2024-06-01 00:53:00,B,1274.1,426.4,81.0,67.1,0.94,4
500KV-BYQ-001,2024-06-01 00:53:00,C,1290.6,413.9,81.4,71.6,0.9,4
500KV-BYQ-002,2024-06-01 00:53:00,A,1289.6,420.3,90.5,71.0,0.92,1
500KV-BYQ-002,2024-06-01 00:53:00,B,1221.3,445.6,89.3,71.7,0.91,1
500KV-BYQ-002,2024-06-01 00:53:00,C,1277.1,425.5,85.0,72.2,0.95,1
500KV-BYQ-003,2024-06-01 00:53:00,A,1182.7,409.1,89.4,76.0,0.92,1
500KV-BYQ-003,2024-06-01 00:53:00,B,1220.6,424.3,84.5,70.1,0.92,1
500KV-BYQ-003,2024-06-01 00:53:00,C,1290.6,431.7,81.7,70.9,0.9,1
500KV-BYQ-001,2024-06-01 00:54:00,A,1268.3,415.0,89.5,68.5,0.92,2
500KV-BYQ-001,2024-06-01 00:54:00,B,1323.4,409.8,79.6,64.0,0.9,2
500KV-BYQ-001,2024-06-01 00:54:00,C,1285.9,427.9,80.5,69.3,0.92,2
500KV-BYQ-002,2024-06-01 00:54:00,A,1241.0,450.2,87.1,71.7,0.92,3
500KV-BYQ-002,2024-06-01 00:54:00,B,1274.1,422.7,89.3,67.8,0.91,3
500KV-BYQ-002,2024-06-01 00:54:00,C,1299.1,431.2,87.6,71.2,0.91,3
500KV-BYQ-003,2024-06-01 00:54:00,A,1219.8,430.4,93.8,67.2,0.91,1
500KV-BYQ-003,2024-06-01 00:54:00,B,1278.0,443.1,88.4,74.2,0.91,1
500KV-BYQ-003,2024-06-01 00:54:00,C,1232.1,416.0,95.7,70.6,0.92,1
500KV-BYQ-001,2024-06-01 00:55:00,A,1299.4,429.8,85.0,69.0,0.94,5
500KV-BYQ-001,2024-06-01 00:55:00,B,1228.2,395.7,88.5,70.4,0.93,5
500KV-BYQ-001,2024-06-01 00:55:00,C,1203.0,450.2,96.2,70.7,0.95,5
500KV-BYQ-002,2024-06-01 00:55:00,A,1255.5,447.4,89.5,65.8,0.93,5
500KV-BYQ-002,2024-06-01 00:55:00,B,1211.9,418.2,87.2,70.9,0.95,5
500KV-BYQ-002,2024-06-01 00:55:00,C,1305.7,425.0,85.7,65.7,0.92,5
500KV-BYQ-003,2024-06-01 00:55:00,A,1241.4,418.3,93.2,73.2,0.94,2
500KV-BYQ-003,2024-06-01 00:55:00,B,1308.6,415.5,90.7,74.0,0.94,2
500KV-BYQ-003,2024-06-01 00:55:00,C,1271.8,442.3,90.7,68.1,0.92,2
500KV-BYQ-001,2024-06-01 00:56:00,A,1275.9,416.3,91.0,66.1,0.92,2
500KV-BYQ-001,2024-06-01 00:56:00,B,1244.4,415.3,84.4,70.8,0.93,2
500KV-BYQ-001,2024-06-01 00:56:00,C,1234.9,432.6,89.9,66.9,0.92,2
500KV-BYQ-002,2024-06-01 00:56:00,A,1221.7,432.7,82.2,72.0,0.91,2
500KV-BYQ-002,2024-06-01 00:56:00,B,1259.9,455.0,90.4,71.4,0.9,2
500KV-BYQ-002,2024-06-01 00:56:00,C,1268.5,431.6,86.4,70.3,0.9,2
500KV-BYQ-003,2024-06-01 00:56:00,A,1193.3,428.9,85.4,69.2,0.92,3
500KV-BYQ-003,2024-06-01 00:56:00,B,1197.6,416.1,91.5,71.8,0.92,3
500KV-BYQ-003,2024-06-01 00:56:00,C,1239.0,429.6,79.8,73.6,0.93,3
500KV-BYQ-001,2024-06-01 00:57:00,A,1286.3,433.0,86.1,68.5,0.94,5
500KV-BYQ-001,2024-06-01 00:57:00,B,1308.8,418.2,84.6,67.6,0.91,5
500KV-BYQ-001,2024-06-01 00:57:00,C,1272.9,411.6,93.4,73.2,0.92,5
500KV-BYQ-002,2024-06-01 00:57:00,A,1232.6,403.3,82.1,69.6,0.93,2
500KV-BYQ-002,2024-06-01 00:57:00,B,1291.7,416.8,85.1,66.1,0.91,2
500KV-BYQ-002,2024-06-01 00:57:00,C,1213.3,410.2,80.9,70.2,0.91,2
500KV-BYQ-003,2024-06-01 00:57:00,A,1312.6,408.7,89.9,71.0,0.93,4
500KV-BYQ-003,2024-06-01 00:57:00,B,1263.8,455.0,79.6,68.1,0.93,4
500KV-BYQ-003,2024-06-01 00:57:00,C,1231.0,404.9,81.2,73.8,0.95,4
500KV-BYQ-001,2024-06-01 00:58:00,A,1278.4,429.5,94.1,70.2,0.93,5
500KV-BYQ-001,2024-06-01 00:58:00,B,1229.9,424.1,86.8,68.4,0.94,5
500KV-BYQ-001,2024-06-01 00:58:00,C,1191.3,424.4,93.8,71.0,0.92,5
500KV-BYQ-002,2024-06-01 00:58:00,A,1196.5,444.3,78.8,70.7,0.93,5
500KV-BYQ-002,2024-06-01 00:58:00,B,1246.0,399.0,86.6,72.4,0.95,5
500KV-BYQ-002,2024-06-01 00:58:00,C,1245.4,420.7,84.2,65.3,0.9,5
500KV-BYQ-003,2024-06-01 00:58:00,A,1216.0,397.4,80.8,75.1,0.9,4
500KV-BYQ-003,2024-06-01 00:58:00,B,1260.9,418.5,91.5,67.2,0.93,4
500KV-BYQ-003,2024-06-01 00:58:00,C,1214.7,416.0,87.8,67.3,0.94,4
500KV-BYQ-001,2024-06-01 00:59:00,A,1262.6,408.4,82.7,71.4,0.94,2
500KV-BYQ-001,2024-06-01 00:59:00,B,1255.4,431.0,92.0,67.0,0.92,2
500KV-BYQ-001,2024-06-01 00:59:00,C,1247.8,427.4,89.3,73.1,0.93,2
500KV-BYQ-002,2024-06-01 00:59:00,A,1243.9,444.7,91.5,70.5,0.92,4
500KV-BYQ-002,2024-06-01 00:59:00,B,1229.0,448.8,84.7,69.2,0.95,4
500KV-BYQ-002,2024-06-01 00:59:00,C,1219.4,409.8,79.4,73.1,0.92,4
500KV-BYQ-003,2024-06-01 00:59:00,A,1181.7,418.8,86.5,68.5,0.92,4
500KV-BYQ-003,2024-06-01 00:59:00,B,1222.1,445.8,86.5,73.3,0.93,4
500KV-BYQ-003,2024-06-01 00:59:00,C,1251.9,399.9,87.0,69.8,0.93,4
500KV-BYQ-001,2024-06-01 01:00:00,A,1247.5,443.0,92.2,66.2,0.93,3
500KV-BYQ-001,2024-06-01 01:00:00,B,1231.6,423.7,86.1,68.2,0.91,3
500KV-BYQ-001,2024-06-01 01:00:00,C,1299.7,426.7,85.0,72.9,0.93,3
500KV-BYQ-002,2024-06-01 01:00:00,A,1279.0,410.7,91.9,71.5,0.91,3
500KV-BYQ-002,2024-06-01 01:00:00,B,1244.1,414.0,91.3,67.5,0.91,3
500KV-BYQ-002,2024-06-01 01:00:00,C,1303.5,430.2,91.2,72.6,0.93,3
500KV-BYQ-003,2024-06-01 01:00:00,A,1243.2,407.7,82.4,67.9,0.92,1
500KV-BYQ-003,2024-06-01 01:00:00,B,1273.5,400.4,86.6,71.6,0.9,1
500KV-BYQ-003,2024-06-01 01:00:00,C,1225.4,408.3,88.8,75.1,0.92,1
500KV-BYQ-001,2024-06-01 01:01:00,A,1248.6,399.5,81.6,72.6,0.93,4
500KV-BYQ-001,2024-06-01 01:01:00,B,1283.5,397.8,90.5,74.6,0.9,4
500KV-BYQ-001,2024-06-01 01:01:00,C,1220.4,433.6,81.6,74.6,0.94,4
500KV-BYQ-002,2024-06-01 01:01:00,A,1259.8,430.3,80.5,66.1,0.94,2
500KV-BYQ-002,2024-06-01 01:01:00,B,1232.7,429.7,91.6,69.0,0.91,2
500KV-BYQ-002,2024-06-01 01:01:00,C,1310.2,419.4,86.6,70.3,0.93,2
500KV-BYQ-003,2024-06-01 01:01:00,A,1278.8,438.7,91.2,68.4,0.94,1
500KV-BYQ-003,2024-06-01 01:01:00,B,1270.6,412.9,92.7,72.7,0.9,1
500KV-BYQ-003,2024-06-01 01:01:00,C,1289.0,439.1,87.3,70.9,0.94,1
500KV-BYQ-001,2024-06-01 01:02:00,A,1311.3,427.1,83.6,71.4,0.93,1
500KV-BYQ-001,2024-06-01 01:02:00,B,1276.2,410.0,92.8,70.0,0.94,1
500KV-BYQ-001,2024-06-01 01:02:00,C,1192.7,402.2,84.0,70.9,0.91,1
500KV-BYQ-002,2024-06-01 01:02:00,A,1299.9,414.2,90.6,72.4,0.94,4
500KV-BYQ-002,2024-06-01 01:02:00,B,1219.8,410.2,87.0,71.5,0.94,4
500KV-BYQ-002,2024-06-01 01:02:00,C,1225.9,409.9,81.1,67.5,0.92,4
500KV-BYQ-003,2024-06-01 01:02:00,A,1237.3,437.4,87.3,70.8,0.95,3
500KV-BYQ-003,2024-06-01 01:02:00,B,1296.7,426.2,82.4,72.1,0.95,3
500KV-BYQ-003,2024-06-01 01:02:00,C,1240.9,412.8,81.0,74.9,0.94,3
