变压器资产ID,产生时间（yyyy-MM-dd HH:mm:ss）,油温点位1（℃）,油温点位2（℃）
500KV-BYQ-003,2024-06-07 00:00:00,53.4,56.1
500KV-BYQ-001,2024-06-07 01:00:00,62.0,63.8
500KV-BYQ-002,2024-06-07 01:00:00,54.2,56.7
500KV-BYQ-003,2024-06-07 01:00:00,45.2,46.6
500KV-BYQ-001,2024-06-07 02:00:00,53.8,55.0
500KV-BYQ-002,2024-06-07 02:00:00,46.3,48.6
500KV-BYQ-003,2024-06-07 02:00:00,52.8,54.6
500KV-BYQ-001,2024-06-07 03:00:00,49.8,50.9
500KV-BYQ-002,2024-06-07 03:00:00,44.7,46.6
500KV-BYQ-003,2024-06-07 03:00:00,60.7,62.6
500KV-BYQ-001,2024-06-07 04:00:00,44.6,46.8
500KV-BYQ-002,2024-06-07 04:00:00,43.8,45.4
500KV-BYQ-003,2024-06-07 04:00:00,50.6,52.4
500KV-BYQ-001,2024-06-07 05:00:00,50.4,52.5
500KV-BYQ-002,2024-06-07 05:00:00,55.5,56.9
500KV-BYQ-003,2024-06-07 05:00:00,53.4,56.1
500KV-BYQ-001,2024-06-07 06:00:00,49.4,52.0
500KV-BYQ-002,2024-06-07 06:00:00,54.2,56.8
500KV-BYQ-003,2024-06-07 06:00:00,59.7,61.8
500KV-BYQ-001,2024-06-07 07:00:00,61.0,63.7
500KV-BYQ-002,2024-06-07 07:00:00,43.6,46.0
500KV-BYQ-003,2024-06-07 07:00:00,57.5,60.1
500KV-BYQ-001,2024-06-07 08:00:00,59.4,61.9
500KV-BYQ-002,2024-06-07 08:00:00,55.6,56.8
500KV-BYQ-003,2024-06-07 08:00:00,53.9,55.5
500KV-BYQ-001,2024-06-07 09:00:00,66.0,68.8
500KV-BYQ-002,2024-06-07 09:00:00,58.7,60.4
500KV-BYQ-003,2024-06-07 09:00:00,66.2,68.5
500KV-BYQ-001,2024-06-07 10:00:00,61.5,63.1
500KV-BYQ-002,2024-06-07 10:00:00,72.8,73
500KV-BYQ-003,2024-06-07 10:00:00,68.7,70.9
500KV-BYQ-001,2024-06-07 11:00:00,51.9,54.2
500KV-BYQ-002,2024-06-07 11:00:00,47.0,49.5
500KV-BYQ-003,2024-06-07 11:00:00,59.7,61.9
500KV-BYQ-001,2024-06-07 12:00:00,55.3,56.9
500KV-BYQ-002,2024-06-07 12:00:00,62.3,64.9
500KV-BYQ-003,2024-06-07 12:00:00,63.8,66.4
500KV-BYQ-001,2024-06-07 13:00:00,50.7,53.4
500KV-BYQ-002,2024-06-07 13:00:00,48.4,51.2
500KV-BYQ-003,2024-06-07 13:00:00,57.8,60.1
500KV-BYQ-001,2024-06-07 14:00:00,57.3,59.8
500KV-BYQ-002,2024-06-07 14:00:00,55.7,57.2
500KV-BYQ-003,2024-06-07 14:00:00,50.2,52.5
500KV-BYQ-001,2024-06-07 15:00:00,55.1,56.7
500KV-BYQ-002,2024-06-07 15:00:00,58.7,59.8
500KV-BYQ-003,2024-06-07 15:00:00,51.9,54.4
500KV-BYQ-001,2024-06-07 16:00:00,47.8,49.5
500KV-BYQ-002,2024-06-07 16:00:00,65.9,67.9
500KV-BYQ-003,2024-06-07 16:00:00,59.9,62.8
500KV-BYQ-001,2024-06-07 17:00:00,58.4,60.4
500KV-BYQ-002,2024-06-07 17:00:00,64.6,66.3
500KV-BYQ-003,2024-06-07 17:00:00,67.6,69.0
500KV-BYQ-001,2024-06-07 18:00:00,59.6,62.0
500KV-BYQ-002,2024-06-07 18:00:00,55.0,56.1
500KV-BYQ-003,2024-06-07 18:00:00,48.3,49.3
500KV-BYQ-001,2024-06-07 19:00:00,50.6,52.6
500KV-BYQ-002,2024-06-07 19:00:00,49.6,50.9
500KV-BYQ-003,2024-06-07 19:00:00,51.8,54.3
500KV-BYQ-001,2024-06-07 20:00:00,47.0,48.4
500KV-BYQ-002,2024-06-07 20:00:00,58.4,60.4
500KV-BYQ-003,2024-06-07 20:00:00,55.0,56.4
500KV-BYQ-001,2024-06-07 21:00:00,58.9,60.9
500KV-BYQ-002,2024-06-07 21:00:00,55.3,57.9
500KV-BYQ-003,2024-06-07 21:00:00,50.5,51.8
500KV-BYQ-001,2024-06-07 22:00:00,63.7,66.6
500KV-BYQ-002,2024-06-07 22:00:00,63.4,66.1
500KV-BYQ-003,2024-06-07 22:00:00,47.8,50.1
500KV-BYQ-001,2024-06-07 23:00:00,54.3,56.6
500KV-BYQ-002,2024-06-07 23:00:00,59.4,60.7
500KV-BYQ-003,2024-06-07 23:00:00,64.2,65.3
500KV-BYQ-001,2024-06-08 00:00:00,62.1,64.7
500KV-BYQ-002,2024-06-08 00:00:00,49.1,50.4
500KV-BYQ-003,2024-06-08 00:00:00,61.0,62.1
500KV-BYQ-001,2024-06-08 01:00:00,50.1,52.7
500KV-BYQ-002,2024-06-08 01:00:00,58.9,60.3
500KV-BYQ-003,2024-06-08 01:00:00,44.8,45.9
500KV-BYQ-001,2024-06-08 02:00:00,51.1,53.7
500KV-BYQ-002,2024-06-08 02:00:00,57.8,60.4
500KV-BYQ-003,2024-06-08 02:00:00,50.6,52.6
500KV-BYQ-001,2024-06-08 03:00:00,43.2,46.0
500KV-BYQ-002,2024-06-08 03:00:00,62.3,64.9
500KV-BYQ-003,2024-06-08 03:00:00,48.4,49.6
500KV-BYQ-001,2024-06-08 04:00:00,55.8,58.6
500KV-BYQ-002,2024-06-08 04:00:00,57.3,58.6
500KV-BYQ-003,2024-06-08 04:00:00,48.4,50.4
500KV-BYQ-001,2024-06-08 05:00:00,56.1,58.1
500KV-BYQ-002,2024-06-08 05:00:00,59.3,61.4
500KV-BYQ-003,2024-06-08 05:00:00,47.4,50.1
500KV-BYQ-001,2024-06-08 06:00:00,58.9,61.0
500KV-BYQ-002,2024-06-08 06:00:00,51.2,54.0
500KV-BYQ-003,2024-06-08 06:00:00,57.4,59.2
500KV-BYQ-001,2024-06-08 07:00:00,61.5,64.1
500KV-BYQ-002,2024-06-08 07:00:00,65.1,67.5
500KV-BYQ-003,2024-06-08 07:00:00,48.8,51.0
500KV-BYQ-001,2024-06-08 08:00:00,69.5,72.4
500KV-BYQ-002,2024-06-08 08:00:00,66.3,69.0
500KV-BYQ-003,2024-06-08 08:00:00,68.3,70.1
500KV-BYQ-001,2024-06-08 09:00:00,61.8,63.6
500KV-BYQ-002,2024-06-08 09:00:00,58.8,60.8
500KV-BYQ-003,2024-06-08 09:00:00,52.7,54.6
500KV-BYQ-001,2024-06-08 10:00:00,71.8,73
500KV-BYQ-002,2024-06-08 10:00:00,61.0,62.2
500KV-BYQ-003,2024-06-08 10:00:00,51.9,54.6
500KV-BYQ-001,2024-06-08 11:00:00,49.0,50.1
500KV-BYQ-002,2024-06-08 11:00:00,52.9,54.4
500KV-BYQ-003,2024-06-08 11:00:00,63.8,65.2
500KV-BYQ-001,2024-06-08 12:00:00,56.2,57.7
500KV-BYQ-002,2024-06-08 12:00:00,60.2,62.9
500KV-BYQ-003,2024-06-08 12:00:00,63.6,65.1
500KV-BYQ-001,2024-06-08 13:00:00,72.2,73
500KV-BYQ-002,2024-06-08 13:00:00,68.8,70.4
500KV-BYQ-003,2024-06-08 13:00:00,50.5,53.4
500KV-BYQ-001,2024-06-08 14:00:00,56.6,58.5
500KV-BYQ-002,2024-06-08 14:00:00,68.4,69.9
500KV-BYQ-003,2024-06-08 14:00:00,53.8,55.5
500KV-BYQ-001,2024-06-08 15:00:00,54.4,57.1
500KV-BYQ-002,2024-06-08 15:00:00,68.7,69.9
500KV-BYQ-003,2024-06-08 15:00:00,49.5,51.9
500KV-BYQ-001,2024-06-08 16:00:00,60.3,61.7
500KV-BYQ-002,2024-06-08 16:00:00,57.4,59.5
500KV-BYQ-003,2024-06-08 16:00:00,68.5,69.8
500KV-BYQ-001,2024-06-08 17:00:00,51.1,53.8
500KV-BYQ-002,2024-06-08 17:00:00,58.3,60.1
500KV-BYQ-003,2024-06-08 17:00:00,62.5,64.7
500KV-BYQ-001,2024-06-08 18:00:00,65.5,67.7
500KV-BYQ-002,2024-06-08 18:00:00,61.3,62.9
500KV-BYQ-003,2024-06-08 18:00:00,52.7,55.0
500KV-BYQ-001,2024-06-08 19:00:00,60.2,62.1
500KV-BYQ-002,2024-06-08 19:00:00,49.4,51.6
500KV-BYQ-003,2024-06-08 19:00:00,48.9,51.6
500KV-BYQ-001,2024-06-08 20:00:00,62.4,64.7
500KV-BYQ-002,2024-06-08 20:00:00,65.7,67.9
500KV-BYQ-003,2024-06-08 20:00:00,60.5,62.4
500KV-BYQ-001,2024-06-08 21:00:00,45.3,47.9
500KV-BYQ-002,2024-06-08 21:00:00,61.4,63.7
500KV-BYQ-003,2024-06-08 21:00:00,60.3,61.5
500KV-BYQ-001,2024-06-08 22:00:00,45.1,47.5
500KV-BYQ-002,2024-06-08 22:00:00,53.4,55.3
500KV-BYQ-003,2024-06-08 22:00:00,64.0,67.0
500KV-BYQ-001,2024-06-08 23:00:00,66.3,68.2
500KV-BYQ-002,2024-06-08 23:00:00,65.5,67.5
500KV-BYQ-003,2024-06-08 23:00:00,54.2,55.7
500KV-BYQ-001,2024-06-09 00:00:00,55.4,56.8
500KV-BYQ-002,2024-06-09 00:00:00,56.8,59.8
500KV-BYQ-003,2024-06-09 00:00:00,58.5,60.4
500KV-BYQ-001,2024-06-09 01:00:00,63.8,65.7
500KV-BYQ-002,2024-06-09 01:00:00,53.4,56.3
500KV-BYQ-003,2024-06-09 01:00:00,59.1,62.1
500KV-BYQ-001,2024-06-09 02:00:00,53.2,55.3
500KV-BYQ-002,2024-06-09 02:00:00,54.6,56.5
500KV-BYQ-003,2024-06-09 02:00:00,59.2,61.5
500KV-BYQ-001,2024-06-09 03:00:00,44.6,46.0
500KV-BYQ-002,2024-06-09 03:00:00,58.6,61.5
500KV-BYQ-003,2024-06-09 03:00:00,61.1,63.8
500KV-BYQ-001,2024-06-09 04:00:00,61.0,63.4
500KV-BYQ-002,2024-06-09 04:00:00,53.8,56.3
500KV-BYQ-003,2024-06-09 04:00:00,62.4,65.4
500KV-BYQ-001,2024-06-09 05:00:00,48.6,50.4
500KV-BYQ-002,2024-06-09 05:00:00,52.0,53.2
500KV-BYQ-003,2024-06-09 05:00:00,61.1,62.6
500KV-BYQ-001,2024-06-09 06:00:00,47.8,50.6
500KV-BYQ-002,2024-06-09 06:00:00,59.7,62.6
500KV-BYQ-003,2024-06-09 06:00:00,65.8,67.8
500KV-BYQ-001,2024-06-09 07:00:00,43.9,46.1
500KV-BYQ-002,2024-06-09 07:00:00,45.4,48.2
500KV-BYQ-003,2024-06-09 07:00:00,43.5,45.4
500KV-BYQ-001,2024-06-09 08:00:00,63.1,65.3
500KV-BYQ-002,2024-06-09 08:00:00,50.0,52.7
500KV-BYQ-003,2024-06-09 08:00:00,52.6,53.7
500KV-BYQ-001,2024-06-09 09:00:00,66.3,68.8
500KV-BYQ-002,2024-06-09 09:00:00,63.3,66.1
500KV-BYQ-003,2024-06-09 09:00:00,51.5,53.5
500KV-BYQ-001,2024-06-09 10:00:00,65.7,67.6
500KV-BYQ-002,2024-06-09 10:00:00,46.3,48.2
500KV-BYQ-003,2024-06-09 10:00:00,58.4,60.4
500KV-BYQ-001,2024-06-09 11:00:00,53.1,55.0
500KV-BYQ-002,2024-06-09 11:00:00,47.8,49.2
500KV-BYQ-003,2024-06-09 11:00:00,58.7,61.6
500KV-BYQ-001,2024-06-09 12:00:00,53.1,54.5
500KV-BYQ-002,2024-06-09 12:00:00,50.1,51.5
500KV-BYQ-003,2024-06-09 12:00:00,57.4,59.1
500KV-BYQ-001,2024-06-09 13:00:00,61.6,63.4
500KV-BYQ-002,2024-06-09 13:00:00,50.3,52.4
500KV-BYQ-003,2024-06-09 13:00:00,67.7,69.5
500KV-BYQ-001,2024-06-09 14:00:00,58.1,59.1
500KV-BYQ-002,2024-06-09 14:00:00,63.3,65.7
500KV-BYQ-003,2024-06-09 14:00:00,48.9,50.3
500KV-BYQ-001,2024-06-09 15:00:00,59.0,60.6
500KV-BYQ-002,2024-06-09 15:00:00,62.3,64.9
500KV-BYQ-003,2024-06-09 15:00:00,65.0,66.7
500KV-BYQ-001,2024-06-09 16:00:00,52.3,54.5
500KV-BYQ-002,2024-06-09 16:00:00,72.4,73
500KV-BYQ-003,2024-06-09 16:00:00,60.0,62.1
500KV-BYQ-001,2024-06-09 17:00:00,49.0,51.4
500KV-BYQ-002,2024-06-09 17:00:00,72.0,73
500KV-BYQ-003,2024-06-09 17:00:00,51.2,53.4
500KV-BYQ-001,2024-06-09 18:00:00,47.4,49.3
500KV-BYQ-002,2024-06-09 18:00:00,53.7,54.9
500KV-BYQ-003,2024-06-09 18:00:00,54.3,56.0
500KV-BYQ-001,2024-06-09 19:00:00,47.3,48.3
500KV-BYQ-002,2024-06-09 19:00:00,61.2,62.9
500KV-BYQ-003,2024-06-09 19:00:00,61.0,62.3
500KV-BYQ-001,2024-06-09 20:00:00,63.6,65.8
500KV-BYQ-002,2024-06-09 20:00:00,48.4,50.3
500KV-BYQ-003,2024-06-09 20:00:00,47.2,48.6
500KV-BYQ-001,2024-06-09 21:00:00,61.3,62.7
500KV-BYQ-002,2024-06-09 21:00:00,49.4,52.0
500KV-BYQ-003,2024-06-09 21:00:00,63.5,64.8
500KV-BYQ-001,2024-06-09 22:00:00,68.5,71.0
500KV-BYQ-002,2024-06-09 22:00:00,67.8,70.0
500KV-BYQ-003,2024-06-09 22:00:00,56.5,59.1
500KV-BYQ-001,2024-06-09 23:00:00,55.5,57.0
500KV-BYQ-002,2024-06-09 23:00:00,63.3,65.2
500KV-BYQ-003,2024-06-09 23:00:00,50.8,53.0
500KV-BYQ-001,2024-06-10 00:00:00,66.7,68.9
500KV-BYQ-002,2024-06-10 00:00:00,46.5,48.0
500KV-BYQ-003,2024-06-10 00:00:00,58.7,61.3
500KV-BYQ-001,2024-06-10 01:00:00,51.2,52.4
500KV-BYQ-002,2024-06-10 01:00:00,64.1,66.7
500KV-BYQ-003,2024-06-10 01:00:00,67.1,68.3
500KV-BYQ-001,2024-06-10 02:00:00,58.0,59.0
500KV-BYQ-002,2024-06-10 02:00:00,59.4,60.7
500KV-BYQ-003,2024-06-10 02:00:00,49.0,50.4
500KV-BYQ-001,2024-06-10 03:00:00,61.3,62.5
500KV-BYQ-002,2024-06-10 03:00:00,48.8,51.4
500KV-BYQ-003,2024-06-10 03:00:00,52.6,54.2
500KV-BYQ-001,2024-06-10 04:00:00,47.0,49.4
500KV-BYQ-002,2024-06-10 04:00:00,48.2,49.9
500KV-BYQ-003,2024-06-10 04:00:00,61.3,63.6
500KV-BYQ-001,2024-06-10 05:00:00,55.9,58.0
500KV-BYQ-002,2024-06-10 05:00:00,64.4,66.1
500KV-BYQ-003,2024-06-10 05:00:00,56.4,58.8
500KV-BYQ-001,2024-06-10 06:00:00,48.4,51.0
500KV-BYQ-002,2024-06-10 06:00:00,58.6,59.7
500KV-BYQ-003,2024-06-10 06:00:00,58.3,60.1
500KV-BYQ-001,2024-06-10 07:00:00,54.9,57.3
500KV-BYQ-002,2024-06-10 07:00:00,61.6,63.8
500KV-BYQ-003,2024-06-10 07:00:00,52.2,54.2
500KV-BYQ-001,2024-06-10 08:00:00,66.3,69.1
500KV-BYQ-002,2024-06-10 08:00:00,70.1,72.6
500KV-BYQ-003,2024-06-10 08:00:00,50.1,52.1
500KV-BYQ-001,2024-06-10 09:00:00,72.3,73
500KV-BYQ-002,2024-06-10 09:00:00,62.4,63.4
500KV-BYQ-003,2024-06-10 09:00:00,51.7,53.0
500KV-BYQ-001,2024-06-10 10:00:00,61.3,64.1
500KV-BYQ-002,2024-06-10 10:00:00,55.7,57.6
500KV-BYQ-003,2024-06-10 10:00:00,69.5,71.7
500KV-BYQ-001,2024-06-10 11:00:00,61.0,62.0
500KV-BYQ-002,2024-06-10 11:00:00,67.7,69.7
500KV-BYQ-003,2024-06-10 11:00:00,61.3,62.8
500KV-BYQ-001,2024-06-10 12:00:00,48.7,50.3
500KV-BYQ-002,2024-06-10 12:00:00,65.9,67.8
500KV-BYQ-003,2024-06-10 12:00:00,56.6,59.4
500KV-BYQ-001,2024-06-10 13:00:00,68.5,71.0
500KV-BYQ-002,2024-06-10 13:00:00,60.2,62.0
500KV-BYQ-003,2024-06-10 13:00:00,66.3,68.5
500KV-BYQ-001,2024-06-10 14:00:00,60.0,61.8
500KV-BYQ-002,2024-06-10 14:00:00,64.3,65.9
500KV-BYQ-003,2024-06-10 14:00:00,49.7,52.3
500KV-BYQ-001,2024-06-10 15:00:00,66.6,69.5
500KV-BYQ-002,2024-06-10 15:00:00,54.4,56.4
500KV-BYQ-003,2024-06-10 15:00:00,47.4,50.4
500KV-BYQ-001,2024-06-10 16:00:00,68.5,71.1
500KV-BYQ-002,2024-06-10 16:00:00,66.0,68.0
500KV-BYQ-003,2024-06-10 16:00:00,70.6,72.9
500KV-BYQ-001,2024-06-10 17:00:00,71.4,73
500KV-BYQ-002,2024-06-10 17:00:00,62.0,64.9
500KV-BYQ-003,2024-06-10 17:00:00,53.2,55.4
500KV-BYQ-001,2024-06-10 18:00:00,65.6,66.8
500KV-BYQ-002,2024-06-10 18:00:00,66.9,68.5
500KV-BYQ-003,2024-06-10 18:00:00,55.7,56.9
500KV-BYQ-001,2024-06-10 19:00:00,61.3,62.7
500KV-BYQ-002,2024-06-10 19:00:00,57.8,60.1
500KV-BYQ-003,2024-06-10 19:00:00,54.7,57.6
500KV-BYQ-001,2024-06-10 20:00:00,66.1,67.9
500KV-BYQ-002,2024-06-10 20:00:00,65.8,67.7
500KV-BYQ-003,2024-06-10 20:00:00,49.4,50.8
500KV-BYQ-001,2024-06-10 21:00:00,54.2,56.4
500KV-BYQ-002,2024-06-10 21:00:00,47.6,50.0
500KV-BYQ-003,2024-06-10 21:00:00,53.0,55.9
500KV-BYQ-001,2024-06-10 22:00:00,61.7,64.5
500KV-BYQ-002,2024-06-10 22:00:00,65.3,66.9
500KV-BYQ-003,2024-06-10 22:00:00,54.6,56.4
500KV-BYQ-001,2024-06-10 23:00:00,55.1,57.8
500KV-BYQ-002,2024-06-10 23:00:00,66.5,68.7
500KV-BYQ-003,2024-06-10 23:00:00,44.9,47.2
500KV-BYQ-001,2024-06-11 00:00:00,63.1,64.6
500KV-BYQ-002,2024-06-11 00:00:00,47.8,49.0
500KV-BYQ-003,2024-06-11 00:00:00,61.0,62.4
500KV-BYQ-001,2024-06-11 01:00:00,52.6,54.2
500KV-BYQ-002,2024-06-11 01:00:00,57.5,59.7
500KV-BYQ-003,2024-06-11 01:00:00,57.9,60.4
500KV-BYQ-001,2024-06-11 02:00:00,53.8,55.4
500KV-BYQ-002,2024-06-11 02:00:00,63.4,65.4
500KV-BYQ-003,2024-06-11 02:00:00,58.7,60.8
500KV-BYQ-001,2024-06-11 03:00:00,62.8,65.5
500KV-BYQ-002,2024-06-11 03:00:00,54.4,56.0
500KV-BYQ-003,2024-06-11 03:00:00,55.3,56.6
500KV-BYQ-001,2024-06-11 04:00:00,63.2,65.8
500KV-BYQ-002,2024-06-11 04:00:00,54.7,57.6
500KV-BYQ-003,2024-06-11 04:00:00,62.5,63.9
500KV-BYQ-001,2024-06-11 05:00:00,55.1,57.3
500KV-BYQ-002,2024-06-11 05:00:00,53.6,54.9
500KV-BYQ-003,2024-06-11 05:00:00,47.8,50.0
500KV-BYQ-001,2024-06-11 06:00:00,46.9,48.0
500KV-BYQ-002,2024-06-11 06:00:00,44.7,46.6
500KV-BYQ-003,2024-06-11 06:00:00,57.6,60.4
500KV-BYQ-001,2024-06-11 07:00:00,54.7,56.3
500KV-BYQ-002,2024-06-11 07:00:00,55.7,57.7
500KV-BYQ-003,2024-06-11 07:00:00,46.5,48.8
500KV-BYQ-001,2024-06-11 08:00:00,49.1,50.5
500KV-BYQ-002,2024-06-11 08:00:00,66.0,68.1
500KV-BYQ-003,2024-06-11 08:00:00,57.5,60.1
500KV-BYQ-001,2024-06-11 09:00:00,50.4,53.2
500KV-BYQ-002,2024-06-11 09:00:00,69.9,71.5
500KV-BYQ-003,2024-06-11 09:00:00,59.9,62.7
500KV-BYQ-001,2024-06-11 10:00:00,59.6,60.9
500KV-BYQ-002,2024-06-11 10:00:00,50.8,53.7
500KV-BYQ-003,2024-06-11 10:00:00,62.8,64.1
500KV-BYQ-001,2024-06-11 11:00:00,52.9,55.1
500KV-BYQ-002,2024-06-11 11:00:00,60.9,62.0
500KV-BYQ-003,2024-06-11 11:00:00,52.2,54.8
500KV-BYQ-001,2024-06-11 12:00:00,69.3,70.6
500KV-BYQ-002,2024-06-11 12:00:00,51.0,52.1
500KV-BYQ-003,2024-06-11 12:00:00,52.7,55.1
500KV-BYQ-001,2024-06-11 13:00:00,50.7,52.8
500KV-BYQ-002,2024-06-11 13:00:00,58.7,61.2
500KV-BYQ-003,2024-06-11 13:00:00,55.2,57.0
500KV-BYQ-001,2024-06-11 14:00:00,66.5,67.7
500KV-BYQ-002,2024-06-11 14:00:00,55.5,56.7
500KV-BYQ-003,2024-06-11 14:00:00,52.9,55.3
500KV-BYQ-001,2024-06-11 15:00:00,65.1,66.3
500KV-BYQ-002,2024-06-11 15:00:00,55.7,58.7
500KV-BYQ-003,2024-06-11 15:00:00,49.8,52.6
500KV-BYQ-001,2024-06-11 16:00:00,53.7,55.5
500KV-BYQ-002,2024-06-11 16:00:00,61.5,64.1
500KV-BYQ-003,2024-06-11 16:00:00,70.7,73
500KV-BYQ-001,2024-06-11 17:00:00,52.1,55.0
500KV-BYQ-002,2024-06-11 17:00:00,52.8,54.9
500KV-BYQ-003,2024-06-11 17:00:00,61.1,62.5
500KV-BYQ-001,2024-06-11 18:00:00,56.0,58.5
500KV-BYQ-002,2024-06-11 18:00:00,46.7,48.9
500KV-BYQ-003,2024-06-11 18:00:00,62.4,64.8
500KV-BYQ-001,2024-06-11 19:00:00,49.2,50.7
500KV-BYQ-002,2024-06-11 19:00:00,46.0,47.0
500KV-BYQ-003,2024-06-11 19:00:00,48.9,50.3
500KV-BYQ-001,2024-06-11 20:00:00,55.4,58.3
500KV-BYQ-002,2024-06-11 20:00:00,61.6,63.5
500KV-BYQ-003,2024-06-11 20:00:00,52.5,53.7
500KV-BYQ-001,2024-06-11 21:00:00,63.0,64.2
500KV-BYQ-002,2024-06-11 21:00:00,70.0,72.4
500KV-BYQ-003,2024-06-11 21:00:00,58.3,60.9
500KV-BYQ-001,2024-06-11 22:00:00,48.8,50.1
500KV-BYQ-002,2024-06-11 22:00:00,66.5,67.5
500KV-BYQ-003,2024-06-11 22:00:00,64.0,65.7
500KV-BYQ-001,2024-06-11 23:00:00,63.8,65.4
500KV-BYQ-002,2024-06-11 23:00:00,63.2,66.1
500KV-BYQ-003,2024-06-11 23:00:00,45.8,47.9
500KV-BYQ-001,2024-06-12 00:00:00,50.3,52.8
500KV-BYQ-002,2024-06-12 00:00:00,43.1,45.5
500KV-BYQ-003,2024-06-12 00:00:00,63.3,66.2
500KV-BYQ-001,2024-06-12 01:00:00,58.0,59.2
500KV-BYQ-002,2024-06-12 01:00:00,45.5,46.9
500KV-BYQ-003,2024-06-12 01:00:00,56.1,58.6
500KV-BYQ-001,2024-06-12 02:00:00,51.9,53.5
500KV-BYQ-002,2024-06-12 02:00:00,56.5,58.5
500KV-BYQ-003,2024-06-12 02:00:00,45.9,47.6
500KV-BYQ-001,2024-06-12 03:00:00,49.7,52.3
500KV-BYQ-002,2024-06-12 03:00:00,54.3,57.3
500KV-BYQ-003,2024-06-12 03:00:00,61.7,64.0
500KV-BYQ-001,2024-06-12 04:00:00,58.0,60.2
500KV-BYQ-002,2024-06-12 04:00:00,50.8,52.6
500KV-BYQ-003,2024-06-12 04:00:00,45.1,47.6
500KV-BYQ-001,2024-06-12 05:00:00,59.3,61.2
500KV-BYQ-002,2024-06-12 05:00:00,57.9,60.0
500KV-BYQ-003,2024-06-12 05:00:00,62.2,64.2
500KV-BYQ-001,2024-06-12 06:00:00,61.5,63.7
500KV-BYQ-002,2024-06-12 06:00:00,52.0,53.2
500KV-BYQ-003,2024-06-12 06:00:00,43.9,45.9
500KV-BYQ-001,2024-06-12 07:00:00,60.7,63.1
500KV-BYQ-002,2024-06-12 07:00:00,46.6,47.9
500KV-BYQ-003,2024-06-12 07:00:00,59.6,62.5
500KV-BYQ-001,2024-06-12 08:00:00,46.9,48.9
500KV-BYQ-002,2024-06-12 08:00:00,71.4,72.7
500KV-BYQ-003,2024-06-12 08:00:00,49.4,51.9
500KV-BYQ-001,2024-06-12 09:00:00,57.7,59.9
500KV-BYQ-002,2024-06-12 09:00:00,50.0,52.3
500KV-BYQ-003,2024-06-12 09:00:00,46.8,47.9
500KV-BYQ-001,2024-06-12 10:00:00,53.0,54.1
500KV-BYQ-002,2024-06-12 10:00:00,49.2,50.9
500KV-BYQ-003,2024-06-12 10:00:00,63.9,66.1
500KV-BYQ-001,2024-06-12 11:00:00,61.5,63.3
500KV-BYQ-002,2024-06-12 11:00:00,52.8,55.2
500KV-BYQ-003,2024-06-12 11:00:00,67.2,69.4
500KV-BYQ-001,2024-06-12 12:00:00,48.9,50.0
500KV-BYQ-002,2024-06-12 12:00:00,67.7,69.1
500KV-BYQ-003,2024-06-12 12:00:00,66.0,68.2
500KV-BYQ-001,2024-06-12 13:00:00,48.8,50.9
500KV-BYQ-002,2024-06-12 13:00:00,48.0,49.6
500KV-BYQ-003,2024-06-12 13:00:00,49.6,51.4
500KV-BYQ-001,2024-06-12 14:00:00,50.5,53.2
500KV-BYQ-002,2024-06-12 14:00:00,53.1,55.7
500KV-BYQ-003,2024-06-12 14:00:00,70.2,72.1
500KV-BYQ-001,2024-06-12 15:00:00,50.5,53.4
500KV-BYQ-002,2024-06-12 15:00:00,65.0,67.4
500KV-BYQ-003,2024-06-12 15:00:00,48.0,50.3
500KV-BYQ-001,2024-06-12 16:00:00,51.8,53.0
500KV-BYQ-002,2024-06-12 16:00:00,62.5,64.7
500KV-BYQ-003,2024-06-12 16:00:00,53.6,55.8
500KV-BYQ-001,2024-06-12 17:00:00,47.4,49.4
500KV-BYQ-002,2024-06-12 17:00:00,71.3,73
500KV-BYQ-003,2024-06-12 17:00:00,51.8,54.6
500KV-BYQ-001,2024-06-12 18:00:00,60.1,62.0
500KV-BYQ-002,2024-06-12 18:00:00,52.9,55.2
500KV-BYQ-003,2024-06-12 18:00:00,50.5,53.1
500KV-BYQ-001,2024-06-12 19:00:00,65.9,67.9
500KV-BYQ-002,2024-06-12 19:00:00,52.8,55.5
500KV-BYQ-003,2024-06-12 19:00:00,68.2,70.1
500KV-BYQ-001,2024-06-12 20:00:00,51.7,53.5
500KV-BYQ-002,2024-06-12 20:00:00,65.3,68.0
500KV-BYQ-003,2024-06-12 20:00:00,56.3,58.7
500KV-BYQ-001,2024-06-12 21:00:00,59.1,60.9
500KV-BYQ-002,2024-06-12 21:00:00,53.4,55.0
500KV-BYQ-003,2024-06-12 21:00:00,59.2,62.1
500KV-BYQ-001,2024-06-12 22:00:00,70.5,73
500KV-BYQ-002,2024-06-12 22:00:00,62.3,64.6
500KV-BYQ-003,2024-06-12 22:00:00,65.1,66.8
500KV-BYQ-001,2024-06-12 23:00:00,47.6,49.5
500KV-BYQ-002,2024-06-12 23:00:00,61.4,64.0
500KV-BYQ-003,2024-06-12 23:00:00,45.4,48.3
500KV-BYQ-001,2024-06-13 00:00:00,52.8,55.5
500KV-BYQ-002,2024-06-13 00:00:00,53.1,55.4
500KV-BYQ-003,2024-06-13 00:00:00,61.6,62.8
500KV-BYQ-001,2024-06-13 01:00:00,49.2,50.9
500KV-BYQ-002,2024-06-13 01:00:00,50.6,52.2
500KV-BYQ-003,2024-06-13 01:00:00,54.8,57.5
