变压器资产ID,相位,数据时间,氢气(μL/L),甲烷(μL/L),乙烷(μL/L),乙烯(μL/L),乙炔(μL/L),一氧化碳(μL/L),二氧化碳(μL/L),总烃(μL/L),运行状态,数据质量
500KV-2号主变压器,A相,2025-06-09 00:00:00,86.78,14.03,9.55,22.19,0.03,1246.9,926.8,45.68,注意,良好
500KV-3号主变压器,A相,2025-06-09 00:00:00,123.78,13.22,27.74,4.25,1.13,1322.9,2765.0,46.78,注意,良好
500KV-1号主变压器,A相,2025-06-10 00:00:00,20.04,14.54,6.37,5.12,0.29,713.3,2498.3,26.03,注意,差
500KV-2号主变压器,A相,2025-06-10 00:00:00,167.04,9.13,24.55,19.94,0.44,297.2,2584.5,52.14,注意,良好
500KV-3号主变压器,A相,2025-06-10 00:00:00,108.33,4.41,18.35,8.9,0.27,1112.5,2760.9,33.02,注意,良好
500KV-1号主变压器,A相,2025-06-11 00:00:00,39.88,4.15,11.67,15.62,0.47,1499.7,1050.9,31.34,注意,良好
500KV-2号主变压器,A相,2025-06-11 00:00:00,255.47,8.16,24.67,0.87,0.53,940.2,1553.0,33.39,注意,一般
500KV-3号主变压器,A相,2025-06-11 00:00:00,175.18,12.58,35.99,16.42,0.1,731.8,2171.2,63.59,注意,良好
500KV-1号主变压器,A相,2025-06-12 00:00:00,227.47,12.41,13.98,4.99,0.19,1171.1,1270.0,30.53,注意,良好
500KV-2号主变压器,A相,2025-06-12 00:00:00,175.6,12.08,14.52,4.7,0.33,585.6,2504.4,31.08,注意,良好
500KV-3号主变压器,A相,2025-06-12 00:00:00,224.02,7.1,14.55,16.56,0.54,1320.5,2213.1,39.36,注意,一般
500KV-1号主变压器,A相,2025-06-13 00:00:00,81.56,11.59,6.46,9.23,0.46,371.6,1218.6,26.75,注意,良好
500KV-2号主变压器,A相,2025-06-13 00:00:00,83.12,8.53,23.96,12.68,1.25,538.5,1720.1,47.21,注意,良好
500KV-3号主变压器,A相,2025-06-13 00:00:00,205.64,11.94,27.57,15.87,0.75,1137.1,3238.8,54.76,注意,良好
500KV-1号主变压器,A相,2025-06-14 00:00:00,203.33,14.06,30.0,4.58,0.22,254.2,905.2,49.23,注意,一般
500KV-2号主变压器,A相,2025-06-14 00:00:00,268.49,13.38,17.51,1.04,0.04,1149.5,2782.6,30.5,注意,良好
500KV-3号主变压器,A相,2025-06-14 00:00:00,156.13,5.53,16.8,2.66,0.82,781.3,1294.3,24.99,注意,良好
500KV-1号主变压器,A相,2025-06-15 00:00:00,140.97,11.5,16.42,2.88,0.78,1229.7,3124.7,30.82,注意,良好
500KV-2号主变压器,A相,2025-06-15 00:00:00,202.78,10.1,20.1,14.57,0.17,346.1,1658.6,42.92,注意,良好
500KV-3号主变压器,A相,2025-06-15 00:00:00,64.1,14.71,7.38,15.54,0.56,1370.7,2923.0,38.04,注意,良好
500KV-1号主变压器,A相,2025-06-16 00:00:00,148.96,11.84,16.34,17.25,0.31,604.6,2791.7,44.58,注意,良好
500KV-2号主变压器,A相,2025-06-16 00:00:00,222.68,14.51,13.03,14.69,0.63,1001.0,1764.8,42.93,注意,良好
500KV-3号主变压器,A相,2025-06-16 00:00:00,45.29,10.66,6.45,8.95,0.06,724.3,1093.8,27.38,注意,良好
500KV-1号主变压器,A相,2025-06-17 00:00:00,23.28,13.08,30.12,2.01,4.7,958.6,1482.5,52.39,注意,良好
500KV-2号主变压器,A相,2025-06-17 00:00:00,161.29,9.98,20.55,5.81,0.18,602.0,2858.8,37.47,注意,良好
500KV-3号主变压器,A相,2025-06-17 00:00:00,107.75,3.29,7.36,17.89,0.26,721.4,1209.7,28.78,注意,良好
500KV-1号主变压器,A相,2025-06-18 00:00:00,47.61,8.37,34.78,10.06,0.59,630.3,1311.1,56.47,注意,良好
500KV-2号主变压器,A相,2025-06-18 00:00:00,202.93,6.29,13.57,12.56,1.33,838.4,2544.0,34.32,注意,一般
500KV-3号主变压器,A相,2025-06-18 00:00:00,13.78,4.94,6.52,2.07,0.31,818.0,2190.5,13.4,正常,良好
500KV-1号主变压器,A相,2025-06-19 00:00:00,21.08,3.15,20.13,12.92,1.12,554.8,2121.8,36.72,注意,良好
500KV-2号主变压器,A相,2025-06-19 00:00:00,127.8,5.29,2.98,14.13,1.19,1065.5,3601.6,23.52,注意,良好
500KV-3号主变压器,A相,2025-06-19 00:00:00,153.34,5.89,21.69,11.65,1.0,206.9,1222.3,41.57,注意,良好
500KV-1号主变压器,A相,2025-06-20 00:00:00,23.37,3.23,22.3,11.61,0.53,1006.4,1334.6,38.73,注意,差
500KV-2号主变压器,A相,2025-06-20 00:00:00,124.26,14.12,6.29,13.16,0.64,1012.5,870.3,34.85,注意,良好
500KV-3号主变压器,A相,2025-06-20 00:00:00,205.28,12.91,26.0,1.9,0.96,1195.0,2464.1,42.22,注意,良好
500KV-1号主变压器,A相,2025-06-21 00:00:00,121.67,12.54,21.29,16.76,0.34,674.2,694.7,52.11,注意,良好
500KV-2号主变压器,A相,2025-06-21 00:00:00,169.59,11.91,17.61,14.25,0.94,1414.5,3803.6,42.89,注意,一般
500KV-3号主变压器,A相,2025-06-21 00:00:00,136.05,7.56,10.55,5.47,0.37,1489.0,2465.5,23.59,注意,良好
500KV-1号主变压器,A相,2025-06-22 00:00:00,82.93,10.59,21.13,2.45,0.12,771.4,3102.4,35.09,注意,良好
500KV-2号主变压器,A相,2025-06-22 00:00:00,231.0,8.05,8.5,1.91,0.2,471.0,2160.4,19.31,注意,良好
500KV-3号主变压器,A相,2025-06-22 00:00:00,172.73,14.21,24.86,0.95,0.35,1482.3,940.2,42.37,注意,良好
500KV-1号主变压器,A相,2025-06-23 00:00:00,70.47,3.49,4.93,14.64,1.23,1240.6,2843.9,25.31,注意,良好
500KV-2号主变压器,A相,2025-06-23 00:00:00,201.93,4.55,12.51,6.09,0.12,1188.6,2693.6,23.61,注意,良好
500KV-3号主变压器,A相,2025-06-23 00:00:00,237.97,3.26,8.62,2.76,0.68,306.5,3341.6,14.84,注意,良好
500KV-1号主变压器,A相,2025-06-24 00:00:00,202.25,11.78,23.6,8.24,0.59,1288.4,2896.5,42.08,注意,良好
500KV-2号主变压器,A相,2025-06-24 00:00:00,150.4,10.32,11.87,1.76,0.61,970.7,2974.0,25.59,注意,差
500KV-3号主变压器,A相,2025-06-24 00:00:00,134.97,10.27,25.36,15.08,0.54,797.4,2472.6,52.87,注意,差
500KV-1号主变压器,A相,2025-06-25 00:00:00,62.86,13.86,10.03,8.82,0.25,1531.4,1022.6,31.93,注意,良好
500KV-2号主变压器,A相,2025-06-25 00:00:00,137.0,4.53,18.5,6.92,0.25,1364.2,2021.7,28.77,注意,良好
500KV-3号主变压器,A相,2025-06-25 00:00:00,83.01,5.2,7.0,6.15,1.49,531.4,2393.3,19.63,注意,良好
500KV-1号主变压器,A相,2025-06-26 00:00:00,183.4,3.52,0.69,0.8,0.45,422.5,999.6,5.33,注意,良好
500KV-2号主变压器,A相,2025-06-26 00:00:00,169.36,9.95,13.39,13.33,0.43,455.3,943.4,37.47,注意,良好
500KV-3号主变压器,A相,2025-06-26 00:00:00,155.49,7.42,25.4,12.9,0.04,1110.6,1501.9,45.53,注意,良好
500KV-1号主变压器,A相,2025-06-27 00:00:00,209.34,12.33,10.48,12.72,0.04,343.9,988.4,36.42,注意,良好
500KV-2号主变压器,A相,2025-06-27 00:00:00,137.7,12.02,15.46,7.08,0.65,1056.5,2938.0,34.91,注意,良好
500KV-3号主变压器,A相,2025-06-27 00:00:00,63.34,6.22,15.66,16.71,0.1,978.0,3080.1,39.85,注意,良好
500KV-1号主变压器,A相,2025-06-28 00:00:00,54.18,9.71,13.98,4.56,0.26,1223.9,912.4,29.38,注意,良好
500KV-2号主变压器,A相,2025-06-28 00:00:00,120.86,13.92,26.2,11.36,0.94,328.6,2408.8,51.54,注意,良好
500KV-3号主变压器,A相,2025-06-28 00:00:00,133.63,8.51,27.79,1.02,0.43,595.3,2813.6,38.89,注意,良好
500KV-1号主变压器,A相,2025-06-29 00:00:00,80.38,5.12,14.44,3.41,1.24,614.7,2586.2,23.89,注意,差
500KV-2号主变压器,A相,2025-06-29 00:00:00,36.6,7.54,20.84,10.06,0.06,1193.7,981.9,38.89,注意,良好
500KV-3号主变压器,A相,2025-06-29 00:00:00,175.61,10.93,6.29,14.55,0.94,484.4,3208.5,31.55,注意,良好
500KV-1号主变压器,A相,2025-06-30 00:00:00,157.24,10.3,15.33,12.44,0.27,1311.7,2107.5,36.54,注意,一般
500KV-2号主变压器,A相,2025-06-30 00:00:00,188.3,6.86,1.94,1.01,0.51,620.0,1567.5,10.82,注意,良好
500KV-3号主变压器,A相,2025-06-30 00:00:00,218.48,10.65,18.48,9.54,0.41,1189.5,1089.0,37.16,注意,良好
500KV-1号主变压器,A相,2025-07-01 00:00:00,177.3,8.25,36.42,13.32,0.42,1068.9,1917.7,58.6,注意,良好
500KV-2号主变压器,A相,2025-07-01 00:00:00,206.41,11.04,24.54,8.03,1.09,1000.7,2017.1,43.42,注意,良好
500KV-3号主变压器,A相,2025-07-01 00:00:00,124.6,13.61,12.5,2.91,0.33,1305.3,1183.8,28.1,注意,良好
500KV-1号主变压器,A相,2025-07-02 00:00:00,201.39,5.7,8.26,9.3,0.01,440.2,1064.7,23.51,注意,良好
500KV-2号主变压器,A相,2025-07-02 00:00:00,130.39,9.03,24.82,3.86,0.96,1201.4,1442.0,38.3,注意,良好
500KV-3号主变压器,A相,2025-07-02 00:00:00,16.44,8.82,20.8,2.54,0.34,691.2,1720.1,31.38,注意,良好
500KV-1号主变压器,A相,2025-07-03 00:00:00,139.46,10.68,18.23,7.94,0.06,661.0,2713.6,37.71,注意,良好
500KV-2号主变压器,A相,2025-07-03 00:00:00,222.79,7.7,10.26,10.78,0.23,1096.0,1547.4,29.7,注意,一般
500KV-3号主变压器,A相,2025-07-03 00:00:00,219.17,14.21,27.17,13.44,0.34,273.8,2964.2,54.9,注意,良好
500KV-1号主变压器,A相,2025-07-04 00:00:00,11.56,14.17,34.6,18.62,0.55,1364.3,1422.2,70.84,注意,良好
500KV-2号主变压器,A相,2025-07-04 00:00:00,135.55,13.98,26.97,18.46,0.73,1262.8,972.3,62.83,注意,差
500KV-3号主变压器,A相,2025-07-04 00:00:00,103.95,15.03,31.15,12.93,0.19,437.1,2689.9,58.87,注意,良好
500KV-1号主变压器,A相,2025-07-05 00:00:00,59.63,13.16,7.41,13.79,0.23,615.3,1658.6,35.5,注意,良好
500KV-2号主变压器,A相,2025-07-05 00:00:00,153.39,13.74,15.51,5.63,1.48,1177.7,1910.9,38.12,注意,良好
500KV-3号主变压器,A相,2025-07-05 00:00:00,27.88,6.18,15.75,16.35,0.14,814.7,2674.2,37.64,注意,良好
500KV-1号主变压器,A相,2025-07-06 00:00:00,133.76,3.15,17.38,3.47,0.61,1042.2,1579.2,24.47,注意,良好
500KV-2号主变压器,A相,2025-07-06 00:00:00,42.9,11.79,20.67,9.22,0.4,517.5,1257.0,42.91,注意,一般
500KV-3号主变压器,A相,2025-07-06 00:00:00,65.26,6.3,7.7,11.64,1.05,362.6,1886.6,26.72,注意,良好
500KV-1号主变压器,A相,2025-07-07 00:00:00,101.68,5.42,18.64,3.84,0.37,1303.1,3607.6,29.67,注意,良好
500KV-2号主变压器,A相,2025-07-07 00:00:00,150.11,7.74,25.68,19.54,0.32,764.1,2214.9,50.84,注意,良好
500KV-3号主变压器,A相,2025-07-07 00:00:00,242.17,9.66,1.82,18.36,0.52,1374.5,3257.3,31.6,注意,良好
500KV-1号主变压器,A相,2025-07-08 00:00:00,33.4,14.59,12.36,2.77,0.17,1180.0,2951.8,29.3,注意,良好
500KV-2号主变压器,A相,2025-07-08 00:00:00,162.73,10.12,1.96,17.1,0.78,1092.5,1362.9,30.44,注意,良好
500KV-3号主变压器,A相,2025-07-08 00:00:00,251.77,3.97,25.37,12.93,0.28,973.4,2198.5,40.86,注意,良好
500KV-1号主变压器,A相,2025-07-09 00:00:00,37.72,10.43,14.07,9.59,0.44,562.8,933.0,34.53,注意,良好
500KV-2号主变压器,A相,2025-07-09 00:00:00,147.17,7.71,1.54,13.66,0.05,715.6,2732.1,23.72,注意,良好
500KV-3号主变压器,A相,2025-07-09 00:00:00,18.02,11.54,14.35,2.73,0.5,1089.2,3192.8,29.03,注意,良好
500KV-1号主变压器,A相,2025-07-10 00:00:00,135.61,4.47,20.23,7.1,0.07,1358.2,1434.9,33.22,注意,良好
500KV-2号主变压器,A相,2025-07-10 00:00:00,68.8,11.78,2.56,2.54,0.17,1039.7,3682.6,16.92,注意,一般
500KV-3号主变压器,A相,2025-07-10 00:00:00,198.19,6.37,11.95,14.32,0.16,452.5,1153.2,33.26,注意,良好
500KV-1号主变压器,A相,2025-07-11 00:00:00,179.54,4.03,4.36,1.89,0.61,866.3,1310.0,11.03,注意,良好
500KV-2号主变压器,A相,2025-07-11 00:00:00,36.13,7.69,31.51,3.49,0.16,870.4,1326.6,40.8,注意,良好
500KV-3号主变压器,A相,2025-07-11 00:00:00,28.62,14.71,21.64,12.8,1.1,208.8,2593.7,51.25,注意,差
500KV-1号主变压器,A相,2025-07-12 00:00:00,91.63,11.74,5.77,1.1,0.83,456.4,3414.1,18.85,注意,良好
500KV-2号主变压器,A相,2025-07-12 00:00:00,117.44,8.58,19.28,14.9,1.07,986.9,1816.4,44.5,注意,良好
500KV-3号主变压器,A相,2025-07-12 00:00:00,87.01,9.87,25.4,12.04,0.6,893.5,2497.3,48.4,注意,良好
500KV-1号主变压器,A相,2025-07-13 00:00:00,24.1,5.29,24.84,1.27,0.46,598.6,3003.9,32.66,注意,良好
500KV-2号主变压器,A相,2025-07-13 00:00:00,78.02,14.94,23.75,10.98,0.47,1115.7,2020.6,52.56,注意,一般
500KV-3号主变压器,A相,2025-07-13 00:00:00,168.88,11.49,21.4,5.32,0.12,799.0,1283.3,39.32,注意,良好
500KV-1号主变压器,A相,2025-07-14 00:00:00,257.07,3.89,12.97,14.95,0.38,1226.0,1130.3,33.49,注意,良好
500KV-2号主变压器,A相,2025-07-14 00:00:00,9.55,12.73,15.66,2.64,0.15,1253.6,3710.9,32.06,注意,一般
500KV-3号主变压器,A相,2025-07-14 00:00:00,70.19,13.91,13.31,16.35,0.61,288.1,1083.7,43.39,注意,良好
500KV-1号主变压器,A相,2025-07-15 00:00:00,35.37,10.68,34.4,9.21,1.55,701.1,1160.4,55.04,注意,良好
500KV-2号主变压器,A相,2025-07-15 00:00:00,7.18,7.46,23.1,2.21,0.01,1349.4,2505.7,33.27,注意,良好
500KV-3号主变压器,A相,2025-07-15 00:00:00,127.58,4.43,8.73,4.37,0.2,871.0,2972.2,17.24,注意,良好
500KV-1号主变压器,A相,2025-07-16 00:00:00,8.36,11.43,18.52,1.63,0.09,358.8,2038.6,31.03,注意,良好
500KV-2号主变压器,A相,2025-07-16 00:00:00,17.44,13.31,19.27,3.44,0.95,725.0,1825.0,36.25,注意,良好
500KV-3号主变压器,A相,2025-07-16 00:00:00,76.0,14.06,28.04,18.42,0.41,1293.3,1648.6,58.24,注意,良好
500KV-1号主变压器,A相,2025-07-17 00:00:00,107.36,8.18,10.1,19.26,0.85,258.3,2326.6,38.41,注意,良好
500KV-2号主变压器,A相,2025-07-17 00:00:00,239.47,7.41,25.58,20.11,0.31,288.9,1542.0,54.64,注意,差
500KV-3号主变压器,A相,2025-07-17 00:00:00,74.77,13.95,15.77,3.49,0.21,1002.6,2770.0,33.45,注意,一般
500KV-1号主变压器,A相,2025-07-18 00:00:00,220.97,12.92,3.14,3.93,0.24,889.2,1631.8,19.23,注意,良好
500KV-2号主变压器,A相,2025-07-18 00:00:00,125.58,12.15,14.15,8.61,0.23,821.7,1589.2,36.24,注意,良好
500KV-3号主变压器,A相,2025-07-18 00:00:00,134.0,7.32,11.71,15.11,0.12,282.3,882.4,34.72,注意,良好
500KV-1号主变压器,A相,2025-07-19 00:00:00,127.39,5.49,12.59,7.24,0.12,1028.5,3061.0,25.37,注意,良好
500KV-2号主变压器,A相,2025-07-19 00:00:00,16.55,5.59,16.75,1.75,0.41,1336.3,2205.4,25.65,注意,良好
500KV-3号主变压器,A相,2025-07-19 00:00:00,186.1,8.57,2.59,12.38,0.25,1161.9,1694.2,22.96,注意,差
500KV-1号主变压器,A相,2025-07-20 00:00:00,40.77,12.96,16.07,1.8,0.08,859.8,2478.5,31.28,注意,良好
500KV-2号主变压器,A相,2025-07-20 00:00:00,39.01,10.63,30.35,2.43,0.03,1156.5,857.8,44.2,注意,良好
500KV-3号主变压器,A相,2025-07-20 00:00:00,173.0,9.59,25.13,14.61,0.29,1310.8,2205.5,48.76,注意,良好
500KV-1号主变压器,A相,2025-07-21 00:00:00,51.52,3.84,4.18,0.76,0.31,518.9,1618.2,9.45,注意,良好
500KV-2号主变压器,A相,2025-07-21 00:00:00,126.84,3.12,25.33,4.13,0.22,402.4,1028.4,34.09,注意,良好
500KV-3号主变压器,A相,2025-07-21 00:00:00,95.71,15.55,20.77,8.2,0.18,663.0,2945.8,46.19,注意,良好
500KV-1号主变压器,A相,2025-07-22 00:00:00,194.09,12.6,22.62,3.92,0.04,1303.0,1420.3,37.38,注意,良好
500KV-2号主变压器,A相,2025-07-22 00:00:00,178.2,8.85,27.76,7.55,0.19,802.3,2495.8,43.07,注意,良好
500KV-3号主变压器,A相,2025-07-22 00:00:00,46.09,14.73,9.48,13.15,0.24,467.8,2245.8,36.41,注意,良好
500KV-1号主变压器,A相,2025-07-23 00:00:00,205.1,4.74,26.26,8.6,0.29,338.4,856.7,41.16,注意,良好
500KV-2号主变压器,A相,2025-07-23 00:00:00,87.37,11.04,21.39,20.48,1.08,927.7,2267.2,53.03,注意,良好
500KV-3号主变压器,A相,2025-07-23 00:00:00,38.5,12.81,1.23,14.89,2.32,1101.6,2180.2,32.37,注意,良好
500KV-1号主变压器,A相,2025-07-24 00:00:00,134.43,7.09,23.86,7.85,0.71,405.7,1541.6,38.06,注意,良好
500KV-2号主变压器,A相,2025-07-24 00:00:00,111.95,10.38,11.39,0.98,0.04,292.5,2561.0,23.53,注意,差
500KV-3号主变压器,A相,2025-07-24 00:00:00,172.53,13.89,31.47,4.66,0.02,591.2,2361.1,52.04,注意,良好
500KV-1号主变压器,A相,2025-07-25 00:00:00,202.85,11.34,20.41,1.17,0.24,248.3,2834.1,31.69,注意,一般
500KV-2号主变压器,A相,2025-07-25 00:00:00,211.16,10.41,4.3,11.66,0.76,321.4,2095.6,26.72,注意,良好
500KV-3号主变压器,A相,2025-07-25 00:00:00,188.09,4.22,10.42,17.81,0.37,1088.4,1915.5,31.48,注意,良好
500KV-1号主变压器,A相,2025-07-26 00:00:00,48.42,7.27,26.36,15.21,1.01,1450.7,866.6,50.9,注意,良好
500KV-2号主变压器,A相,2025-07-26 00:00:00,37.6,3.69,25.14,15.76,0.75,1176.3,3564.3,47.51,注意,良好
500KV-3号主变压器,A相,2025-07-26 00:00:00,143.99,7.34,27.43,14.82,0.49,485.8,1797.9,51.04,注意,良好
500KV-1号主变压器,A相,2025-07-27 00:00:00,97.5,7.69,21.45,20.31,0.61,1283.9,2121.6,50.18,注意,良好
500KV-2号主变压器,A相,2025-07-27 00:00:00,113.82,5.78,8.92,5.46,0.33,574.6,2433.2,20.78,注意,良好
500KV-3号主变压器,A相,2025-07-27 00:00:00,115.57,11.5,3.28,2.52,0.53,1286.0,1844.6,18.33,注意,良好
500KV-1号主变压器,A相,2025-07-28 00:00:00,38.31,10.53,17.45,6.15,1.0,874.6,2296.6,36.61,注意,良好
500KV-2号主变压器,A相,2025-07-28 00:00:00,177.6,8.82,11.39,13.02,0.31,726.6,1033.9,33.86,注意,良好
500KV-3号主变压器,A相,2025-07-28 00:00:00,87.33,13.94,14.07,5.12,0.39,678.3,2034.9,34.17,注意,良好
500KV-1号主变压器,A相,2025-07-29 00:00:00,206.63,6.17,22.75,8.74,0.33,557.7,3578.1,39.46,注意,良好
500KV-2号主变压器,A相,2025-07-29 00:00:00,255.78,10.23,29.28,6.54,0.43,1068.1,1184.3,46.82,注意,一般
500KV-3号主变压器,A相,2025-07-29 00:00:00,18.39,10.42,20.34,8.53,0.07,1079.2,3447.5,38.31,注意,良好
500KV-1号主变压器,A相,2025-07-30 00:00:00,24.5,6.09,16.21,11.39,0.96,471.8,2486.3,35.4,注意,良好
500KV-2号主变压器,A相,2025-07-30 00:00:00,232.25,5.01,0.83,2.0,0.04,1308.6,1473.4,7.92,注意,良好
500KV-3号主变压器,A相,2025-07-30 00:00:00,188.52,14.19,9.94,12.3,0.63,908.7,1144.9,38.85,注意,一般
500KV-1号主变压器,A相,2025-07-31 00:00:00,127.53,8.14,24.04,6.24,0.73,1072.1,1958.8,39.97,注意,良好
500KV-2号主变压器,A相,2025-07-31 00:00:00,248.1,10.26,16.82,5.72,0.51,671.6,2395.6,34.71,注意,良好
500KV-3号主变压器,A相,2025-07-31 00:00:00,20.72,3.25,30.51,21.11,0.37,1092.7,3053.2,56.39,注意,良好
500KV-1号主变压器,A相,2025-08-01 00:00:00,89.1,10.39,14.73,3.45,1.24,1093.0,1806.4,28.34,注意,良好
500KV-2号主变压器,A相,2025-08-01 00:00:00,218.23,6.04,9.99,0.64,0.11,1427.0,1948.6,17.08,注意,良好
500KV-3号主变压器,A相,2025-08-01 00:00:00,116.01,6.78,13.68,11.21,0.16,970.3,1345.1,33.33,注意,一般
500KV-1号主变压器,A相,2025-08-02 00:00:00,213.69,13.88,16.74,2.83,0.19,716.1,2003.2,34.69,注意,良好
500KV-2号主变压器,A相,2025-08-02 00:00:00,216.1,3.08,21.22,1.35,0.26,691.0,850.9,24.73,注意,差
500KV-3号主变压器,A相,2025-08-02 00:00:00,8.8,9.9,27.35,11.17,0.95,1207.5,1614.8,47.21,注意,良好
500KV-1号主变压器,A相,2025-08-03 00:00:00,105.7,7.51,9.12,3.87,1.23,614.8,1853.3,22.73,注意,良好
500KV-2号主变压器,A相,2025-08-03 00:00:00,111.94,12.01,11.2,3.78,0.17,1038.6,3576.4,27.03,注意,差
500KV-3号主变压器,A相,2025-08-03 00:00:00,250.3,11.42,15.88,7.06,1.37,501.0,1477.8,34.14,注意,良好
500KV-1号主变压器,A相,2025-08-04 00:00:00,153.08,10.19,26.18,11.39,0.76,1271.2,2577.0,46.6,注意,一般
500KV-2号主变压器,A相,2025-08-04 00:00:00,168.94,11.94,4.15,19.46,0.63,1165.8,1311.9,36.44,注意,良好
500KV-3号主变压器,A相,2025-08-04 00:00:00,209.72,3.62,11.46,8.83,0.94,258.1,949.5,25.04,注意,良好
500KV-1号主变压器,A相,2025-08-05 00:00:00,79.12,14.0,8.22,12.34,0.23,1324.1,1982.6,33.53,注意,良好
500KV-2号主变压器,A相,2025-08-05 00:00:00,160.26,15.09,12.07,16.82,0.37,888.9,2427.9,43.47,注意,良好
500KV-3号主变压器,A相,2025-08-05 00:00:00,193.33,6.26,23.86,6.92,0.29,818.2,994.4,36.4,注意,良好
500KV-1号主变压器,A相,2025-08-06 00:00:00,225.59,5.37,16.84,15.0,0.67,1487.8,3286.9,36.57,注意,良好
500KV-2号主变压器,A相,2025-08-06 00:00:00,106.64,9.62,12.61,2.11,0.68,990.0,1601.2,25.12,注意,良好
500KV-3号主变压器,A相,2025-08-06 00:00:00,88.94,5.94,19.39,5.08,0.72,906.8,2997.7,32.51,注意,良好
500KV-1号主变压器,A相,2025-08-07 00:00:00,31.8,5.8,8.97,12.76,0.05,1032.4,873.9,27.46,注意,良好
500KV-2号主变压器,A相,2025-08-07 00:00:00,125.2,10.69,15.33,0.94,0.6,388.3,2310.2,27.72,注意,良好
500KV-3号主变压器,A相,2025-08-07 00:00:00,183.3,8.32,15.87,18.71,0.06,880.8,3474.0,44.46,注意,良好
500KV-1号主变压器,A相,2025-08-08 00:00:00,48.35,3.85,5.83,7.61,0.24,333.0,1929.0,18.36,注意,良好
500KV-2号主变压器,A相,2025-08-08 00:00:00,214.93,3.63,5.08,11.81,1.06,896.3,877.2,21.58,注意,良好
500KV-3号主变压器,A相,2025-08-08 00:00:00,218.96,11.74,4.72,10.8,0.02,598.7,2194.0,27.16,注意,一般
500KV-1号主变压器,A相,2025-08-09 00:00:00,232.2,5.61,11.32,9.83,0.17,968.9,1528.8,27.07,注意,良好
500KV-2号主变压器,A相,2025-08-09 00:00:00,122.3,13.43,10.79,3.79,0.75,1144.2,2256.4,27.33,注意,良好
500KV-3号主变压器,A相,2025-08-09 00:00:00,59.36,6.5,27.06,4.17,0.66,1152.2,1559.4,38.91,注意,良好
500KV-1号主变压器,A相,2025-08-10 00:00:00,35.93,7.56,28.69,7.61,0.61,721.7,2012.2,43.66,注意,良好
500KV-2号主变压器,A相,2025-08-10 00:00:00,168.85,3.68,29.23,2.85,1.01,1297.8,2533.2,38.28,注意,良好
500KV-3号主变压器,A相,2025-08-10 00:00:00,147.96,5.75,16.64,6.78,1.12,595.4,1598.6,31.11,注意,良好
500KV-1号主变压器,A相,2025-08-11 00:00:00,27.9,12.84,17.03,7.44,0.19,441.8,2237.4,37.48,注意,良好
500KV-2号主变压器,A相,2025-08-11 00:00:00,35.58,5.46,9.88,20.08,0.89,1122.6,1041.8,35.58,注意,良好
500KV-3号主变压器,A相,2025-08-11 00:00:00,221.24,12.29,5.93,3.12,0.26,632.6,2850.1,21.35,注意,良好
500KV-1号主变压器,A相,2025-08-12 00:00:00,87.03,10.89,6.46,5.04,0.16,667.6,2238.3,21.63,注意,良好
500KV-2号主变压器,A相,2025-08-12 00:00:00,66.37,8.06,19.05,14.99,1.55,1368.5,1760.5,44.75,注意,良好
500KV-3号主变压器,A相,2025-08-12 00:00:00,239.96,15.0,31.48,11.84,0.28,966.7,2936.3,58.53,注意,一般
500KV-1号主变压器,A相,2025-08-13 00:00:00,23.96,8.75,18.73,0.73,0.77,933.4,2693.9,28.99,注意,良好
500KV-2号主变压器,A相,2025-08-13 00:00:00,142.14,5.97,20.95,2.1,0.03,998.0,2486.8,29.45,注意,良好
500KV-3号主变压器,A相,2025-08-13 00:00:00,38.21,9.0,4.38,3.21,0.7,954.8,1956.4,17.98,注意,一般
500KV-1号主变压器,A相,2025-08-14 00:00:00,257.4,4.03,6.68,13.51,0.03,1099.6,1339.8,24.91,注意,良好
500KV-2号主变压器,A相,2025-08-14 00:00:00,238.49,12.8,7.58,14.08,0.52,1172.2,3216.5,35.39,注意,良好
500KV-3号主变压器,A相,2025-08-14 00:00:00,229.3,5.18,26.47,13.34,0.5,268.5,1152.0,47.12,注意,良好
500KV-1号主变压器,A相,2025-08-15 00:00:00,62.25,14.68,2.03,6.52,0.64,225.0,2551.1,23.72,注意,一般
500KV-2号主变压器,A相,2025-08-15 00:00:00,93.68,5.46,10.88,22.23,0.47,909.7,1310.5,39.27,注意,良好
500KV-3号主变压器,A相,2025-08-15 00:00:00,155.93,10.09,9.85,2.16,0.24,811.1,3229.2,23.02,注意,良好
500KV-1号主变压器,A相,2025-08-16 00:00:00,133.18,8.36,16.28,13.65,0.13,565.1,3443.3,39.46,注意,一般
500KV-2号主变压器,A相,2025-08-16 00:00:00,231.88,9.01,18.99,21.44,0.26,1034.8,1458.5,48.32,注意,良好
500KV-3号主变压器,A相,2025-08-16 00:00:00,95.21,10.43,25.62,1.74,1.0,953.6,1150.7,39.86,注意,良好
500KV-1号主变压器,A相,2025-08-17 00:00:00,9.5,11.36,4.9,12.83,0.93,705.0,3030.3,30.31,注意,良好
500KV-2号主变压器,A相,2025-08-17 00:00:00,190.89,12.34,14.91,5.37,0.56,1245.3,1528.6,33.2,注意,良好
500KV-3号主变压器,A相,2025-08-17 00:00:00,71.67,14.08,8.54,1.5,0.65,1072.8,2526.6,23.63,注意,良好
